gene,delivery_modality,polarity,up_frac,n_concept_modules,stimulation_gated,ctx_specific_de,de_Rest,de_Stim8hr,de_Stim48hr,loeuf,druggability_tractability,is_surface_protein,has_extracellular_domain,extracellular_length,druggable_pathway,is_ctx_specific
MAP3K1,小分子 (胞內可成藥口袋),repressor,0.7444444444444445,0,False,89.0,1.0,90.0,2.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
MAP3K13,待新模態 (無已知遞送方式),repressor,0.8076923076923077,0,False,28.0,32.0,52.0,4.0,,,,,,,False
MAP3K5,小分子 (胞內可成藥口袋),repressor,0.6545454545454545,0,False,161.0,38.0,199.0,76.0,,,False,False,,DRUGGABLE GENOME;ENZYME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR,False
MAP4K1,小分子 (胞內可成藥口袋),mixed,0.648936170212766,0,False,80.0,14.0,94.0,5.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
MAPK14,小分子 (胞內可成藥口袋),repressor,0.7830188679245284,0,False,94.0,12.0,20.0,106.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TRANSCRIPTION FACTOR,False
MAPKAP1,待新模態 (無已知遞送方式),mixed,0.6311475409836066,0,False,164.0,101.0,16.0,265.0,,,False,False,,,False
MARK2,小分子 (胞內可成藥口袋),mixed,0.5909090909090909,0,False,63.0,3.0,66.0,1.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
MAU2,待新模態 (無已知遞送方式),mixed,0.4554913294797688,0,False,315.0,428.0,324.0,113.0,,,False,False,,,False
MAX,待新模態 (無已知遞送方式),mixed,0.6300745650372825,0,False,2133.0,90.0,2223.0,101.0,0.3484073260389697,,,,,,False
MBIP,待新模態 (無已知遞送方式),mixed,0.43908629441624364,0,False,297.0,11.0,86.0,308.0,,,,,,,False
MBTPS1,小分子 (胞內可成藥口袋),mixed,0.5738213399503722,0,False,1210.0,61.0,280.0,1271.0,,,False,False,0.0,DRUGGABLE GENOME;ENZYME;PROTEASE;TRANSCRIPTION FACTOR,False
MCM8,待新模態 (無已知遞送方式),mixed,0.5759162303664922,0,False,316.0,40.0,217.0,356.0,,,,,,,False
MCTS1,待新模態 (無已知遞送方式),mixed,0.597612958226769,0,False,387.0,974.0,1361.0,1184.0,,,,,,,False
MCUR1,抗體 (表面但胞外域有限),mixed,0.3660130718954248,0,False,152.0,1.0,1.0,153.0,,,True,False,0.0,,False
MED1,待新模態 (無已知遞送方式),mixed,0.501151189562548,0,False,567.0,252.0,819.0,232.0,,,,,,,False
MED12,小分子 (胞內可成藥口袋),mixed,0.6138855054811205,0,False,1299.0,2843.0,4142.0,2046.0,0.0954812775147903,2.0,False,False,,CLINICALLY ACTIONABLE;KINASE;TRANSCRIPTION FACTOR,False
MED13,待新模態 (無已知遞送方式),repressor,0.6843345111896348,0,True,586.0,43.0,220.0,629.0,,,False,False,,,True
MED14,待新模態 (無已知遞送方式),repressor,0.6655948553054662,0,False,247.0,120.0,367.0,135.0,,,,,,,False
MED15,待新模態 (無已知遞送方式),mixed,0.43265042748830457,0,False,1466.0,2807.0,2051.0,1341.0,0.4480506233470686,,,,,,False
MED23,待新模態 (無已知遞送方式),mixed,0.5661861074705111,0,False,865.0,147.0,1012.0,367.0,,,False,False,,,False
MED24,待新模態 (無已知遞送方式),mixed,0.43073556640296246,0,False,1256.0,1539.0,2795.0,1607.0,0.755814149616394,,False,False,,,False
MEST,抗體 (表面但胞外域有限),mixed,0.6032745591939547,0,False,744.0,825.0,682.0,81.0,,,True,False,0.0,,False
METAP2,待新模態 (無已知遞送方式),mixed,0.5495226730310262,0,False,396.0,772.0,376.0,528.0,,,,,,,False
METTL1,待新模態 (無已知遞送方式),mixed,0.6362038664323374,0,False,768.0,515.0,1047.0,1283.0,,,False,False,,,False
METTL17,待新模態 (無已知遞送方式),activator,0.33962264150943394,0,False,45.0,8.0,5.0,53.0,,,,,,,False
MFHAS1,待新模態 (無已知遞送方式),repressor,0.8081896551724138,0,False,270.0,64.0,334.0,66.0,,,,,,,False
MGA,待新模態 (無已知遞送方式),repressor,0.964516129032258,0,False,75.0,56.0,131.0,123.0,,,False,False,,,False
MIA2,待新模態 (無已知遞送方式),mixed,0.5176034589252625,0,False,1513.0,53.0,19.0,1566.0,0.8770834710616209,,False,False,0.0,,False
MICOS13,待新模態 (無已知遞送方式),mixed,0.39552238805970147,0,False,133.0,1.0,2.0,134.0,,,,,,,False
MIDN,待新模態 (無已知遞送方式),mixed,0.5932203389830508,0,False,37.0,22.0,59.0,4.0,,,False,False,,,False
MIEN1,待新模態 (無已知遞送方式),mixed,0.3673469387755102,0,False,96.0,98.0,2.0,3.0,,,,,,,False
MIPEP,小分子 (胞內可成藥口袋),mixed,0.5523985239852398,0,False,1992.0,152.0,414.0,2144.0,1.0550293896792875,,False,False,,DRUGGABLE GENOME;ENZYME;PROTEASE,False
MITD1,待新模態 (無已知遞送方式),mixed,0.464,0,False,239.0,11.0,1.0,250.0,,,,,,,False
MLKL,待新模態 (無已知遞送方式),mixed,0.55,0,False,47.0,33.0,37.0,80.0,,,,,,,False
MLST8,待新模態 (無已知遞送方式),mixed,0.5075528700906344,0,False,266.0,298.0,131.0,564.0,,,,,,,False
MLYCD,待新模態 (無已知遞送方式),mixed,0.44412607449856734,0,False,342.0,178.0,7.0,520.0,,,,,,,False
MMAB,待新模態 (無已知遞送方式),repressor,0.6938188787733589,0,False,331.0,837.0,506.0,744.0,,,,,,,False
MMGT1,抗體 (表面但胞外域有限),mixed,0.6490566037735849,0,True,699.0,31.0,65.0,730.0,,,True,False,0.0,,True
MOB1A,待新模態 (無已知遞送方式),repressor,0.7513368983957219,0,False,373.0,374.0,3.0,1.0,,,,,,,False
MOGS,待新模態 (無已知遞送方式),mixed,0.6415094339622641,0,False,30.0,23.0,53.0,24.0,,,False,False,0.0,,False
MORC2,待新模態 (無已知遞送方式),mixed,0.4209714726291442,0,False,388.0,413.0,801.0,83.0,,,,,,,False
MORF4L1,待新模態 (無已知遞送方式),mixed,0.6,0,False,212.0,9.0,221.0,59.0,,,,,,,False
MOSMO,抗體 (表面但胞外域有限),activator,0.3350253807106599,0,False,184.0,197.0,20.0,13.0,,,True,False,0.0,,False
MOSPD1,抗體 (表面但胞外域有限),mixed,0.35064935064935066,0,False,153.0,154.0,1.0,1.0,,,True,False,0.0,,False
MOV10,待新模態 (無已知遞送方式),mixed,0.6149903907751442,0,False,469.0,956.0,741.0,1425.0,,,,,,,False
MPG,待新模態 (無已知遞送方式),mixed,0.4189189189189189,0,,,,56.0,166.0,,,False,False,0.0,,False
MPI,小分子 (胞內可成藥口袋),mixed,0.6135517498138496,0,False,2051.0,244.0,2295.0,147.0,,,False,False,,DRUGGABLE GENOME;ENZYME,False
MRC2,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.6169802219006271,0,False,1214.0,137.0,585.0,1351.0,,,True,True,1384.0,DRUGGABLE GENOME,False
MSL2,待新模態 (無已知遞送方式),activator,0.3481624758220503,0,False,235.0,321.0,86.0,110.0,,,,,,,False
MTA2,待新模態 (無已知遞送方式),repressor,0.6732986660637577,0,False,350.0,1522.0,1729.0,1172.0,,,,,,,False
MTA3,待新模態 (無已知遞送方式),repressor,0.818018018018018,0,True,1051.0,2.0,1053.0,57.0,,,,,,,True
MTCH2,抗體 (表面但胞外域有限),mixed,0.5887445887445888,0,True,687.0,6.0,2.0,693.0,,,True,False,0.0,DRUGGABLE GENOME;TRANSPORTER,True
MTERF2,待新模態 (無已知遞送方式),repressor,0.75,0,False,39.0,60.0,21.0,32.0,,,,,,,False
MTG1,待新模態 (無已知遞送方式),mixed,0.4582893347412883,0,True,1884.0,10.0,8.0,1894.0,,,,,,,True
MTG2,待新模態 (無已知遞送方式),mixed,0.4533333333333333,0,False,73.0,75.0,2.0,2.0,,,False,False,,,False
MTHFD1L,待新模態 (無已知遞送方式),repressor,0.6703910614525139,0,True,707.0,9.0,31.0,716.0,,,False,False,,,True
MTHFD2,待新模態 (無已知遞送方式),mixed,0.6165413533834586,0,True,797.0,1.0,3.0,798.0,,,False,False,,,True
MTIF2,待新模態 (無已知遞送方式),mixed,0.4212218649517685,0,False,308.0,3.0,5.0,311.0,,,,,,,False
MTMR10,待新模態 (無已知遞送方式),mixed,0.4818181818181818,0,False,174.0,213.0,39.0,117.0,,,False,False,,,False
MTMR3,待新模態 (無已知遞送方式),repressor,0.8566009104704098,0,False,882.0,218.0,1100.0,23.0,,,,,,,False
MTRR,小分子 (胞內可成藥口袋),mixed,0.5887850467289719,0,False,75.0,32.0,14.0,107.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME,False
MVB12B,待新模態 (無已知遞送方式),repressor,0.7225368063420159,0,False,533.0,574.0,309.0,41.0,,,,,,,False
MYB,待新模態 (無已知遞送方式),mixed,0.6019036954087346,0,False,300.0,1325.0,1025.0,1222.0,,,,,,,False
MYC,小分子 (胞內可成藥口袋),mixed,0.6109467455621301,1,True,637.0,39.0,676.0,41.0,,,False,False,0.0,CLINICALLY ACTIONABLE;TRANSCRIPTION FACTOR,True
MYH9,小分子 (胞內可成藥口袋),repressor,0.8068181818181818,0,False,113.0,119.0,57.0,6.0,,,False,False,,CELL SURFACE;CLINICALLY ACTIONABLE,False
MYO18A,待新模態 (無已知遞送方式),repressor,0.8674698795180723,0,False,77.0,94.0,72.0,17.0,,,,,,,False
MYO9A,待新模態 (無已知遞送方式),mixed,0.6471014492753623,0,False,123.0,488.0,365.0,527.0,,,False,False,0.0,,False
N6AMT1,待新模態 (無已知遞送方式),mixed,0.5853227232537578,0,False,161.0,350.0,270.0,511.0,,,,,,,False
NAA40,待新模態 (無已知遞送方式),repressor,0.6572668112798264,0,False,148.0,89.0,135.0,237.0,,,,,,,False
NAB2,待新模態 (無已知遞送方式),repressor,0.7152317880794702,0,False,301.0,1.0,302.0,7.0,,,,,,,False
NABP1,待新模態 (無已知遞送方式),repressor,0.8782961460446247,0,False,353.0,70.0,423.0,11.0,,,,,,,False
NADK2,待新模態 (無已知遞送方式),repressor,0.6923076923076923,0,False,79.0,12.0,26.0,91.0,,,,,,,False
NARS2,待新模態 (無已知遞送方式),mixed,0.5847953216374269,0,False,159.0,12.0,32.0,171.0,,,False,False,,,False
NASP,待新模態 (無已知遞送方式),mixed,0.4087193460490463,0,False,242.0,243.0,124.0,1.0,,,,,,,False
NATD1,待新模態 (無已知遞送方式),repressor,0.7891566265060241,0,True,828.0,2.0,830.0,32.0,,,,,,,True
NCAPG2,待新模態 (無已知遞送方式),repressor,0.6915703411333521,0,False,1026.0,671.0,1697.0,1179.0,,,False,False,,,False
NCBP3,待新模態 (無已知遞送方式),mixed,0.5748930099857347,0,False,360.0,565.0,632.0,205.0,,,,,,,False
NCKAP1L,待新模態 (無已知遞送方式),repressor,0.6535947712418301,0,False,2357.0,2947.0,1359.0,590.0,0.4785320751053298,,False,False,0.0,,False
NCOA6,待新模態 (無已知遞送方式),activator,0.29896907216494845,0,False,73.0,97.0,28.0,24.0,,,,,,,False
NCR3,CAR-T / ADC / 抗體 (細胞表面+胞外域),activator,0.13414634146341464,0,False,78.0,4.0,82.0,3.0,,,True,True,117.0,DRUGGABLE GENOME,False
NDFIP2,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.715472481827622,0,True,833.0,2.0,835.0,128.0,,,True,True,33.0,,True
NDRG1,小分子 (胞內可成藥口袋),repressor,0.8235294117647058,0,False,111.0,55.0,166.0,25.0,,,False,False,,CLINICALLY ACTIONABLE,False
NDST2,待新模態 (無已知遞送方式),mixed,0.5379746835443038,0,False,157.0,158.0,5.0,1.0,,,False,False,0.0,,False
NDUFA10,待新模態 (無已知遞送方式),repressor,0.7441860465116279,0,False,128.0,129.0,1.0,1.0,,,False,False,,,False
NDUFA3,待新模態 (無已知遞送方式),mixed,0.6,0,False,59.0,1.0,4.0,60.0,,,False,False,0.0,,False
NDUFA6,待新模態 (無已知遞送方式),activator,0.32653061224489793,0,False,242.0,3.0,9.0,245.0,,,,,,,False
NDUFA8,待新模態 (無已知遞送方式),mixed,0.5187393526405452,0,False,902.0,136.0,17.0,1038.0,,,,,,,False
NDUFA9,待新模態 (無已知遞送方式),mixed,0.4894433781190019,0,True,517.0,4.0,17.0,521.0,,,False,False,,,True
NDUFAF3,待新模態 (無已知遞送方式),mixed,0.4175767030681227,0,True,1917.0,6.0,3.0,1923.0,1.3390337239482806,,,,,,True
NDUFAF5,待新模態 (無已知遞送方式),repressor,0.8055555555555556,0,False,66.0,6.0,72.0,8.0,,,,,,,False
NDUFAF6,待新模態 (無已知遞送方式),activator,0.3492063492063492,0,False,58.0,5.0,1.0,63.0,,,,,,,False
NDUFB2,待新模態 (無已知遞送方式),mixed,0.4887640449438202,0,False,172.0,6.0,8.0,178.0,,,False,False,,,False
NDUFB4,待新模態 (無已知遞送方式),mixed,0.4366812227074236,0,False,205.0,24.0,8.0,229.0,,,False,False,0.0,,False
NDUFB6,待新模態 (無已知遞送方式),mixed,0.47058823529411764,0,False,140.0,13.0,3.0,153.0,,,False,False,0.0,,False
NDUFC1,待新模態 (無已知遞送方式),mixed,0.3901098901098901,0,False,175.0,7.0,1.0,182.0,,,False,False,0.0,,False
NDUFS2,待新模態 (無已知遞送方式),mixed,0.45161290322580644,0,False,81.0,12.0,2.0,93.0,,,False,False,,,False
NDUFS5,待新模態 (無已知遞送方式),mixed,0.38205980066445183,0,False,299.0,2.0,6.0,301.0,,,,,,,False
NDUFS7,待新模態 (無已知遞送方式),mixed,0.5925925925925926,0,False,50.0,4.0,14.0,54.0,,,False,False,,,False
NDUFS8,待新模態 (無已知遞送方式),mixed,0.5659655831739961,0,False,792.0,91.0,72.0,883.0,,,False,False,,,False
NEB,待新模態 (無已知遞送方式),mixed,0.4494949494949495,0,False,122.0,132.0,10.0,66.0,,,,,,,False
NEIL1,待新模態 (無已知遞送方式),mixed,0.6347305389221557,0,False,81.0,9.0,77.0,90.0,,,,,,,False
NEK1,小分子 (胞內可成藥口袋),mixed,0.43283582089552236,0,False,66.0,67.0,1.0,1.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE;TYROSINE KINASE,False
NEK3,小分子 (胞內可成藥口袋),mixed,0.6451612903225806,0,False,61.0,1.0,1.0,62.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
NEMP2,抗體 (表面但胞外域有限),repressor,0.8904109589041096,0,False,62.0,73.0,42.0,11.0,,,True,False,0.0,,False
NFAT5,待新模態 (無已知遞送方式),mixed,0.5548029556650246,0,False,1623.0,1624.0,1.0,2.0,0.2512521224755644,,,,,,False
NFATC2,待新模態 (無已知遞送方式),mixed,0.6395348837209303,1,False,170.0,2.0,172.0,27.0,,,,,,,True
NFATC2IP,待新模態 (無已知遞送方式),repressor,0.9411764705882353,0,False,44.0,51.0,30.0,7.0,,,,,,,False
NFE2L1,待新模態 (無已知遞送方式),mixed,0.4859437751004016,0,False,58.0,65.0,61.0,123.0,,,False,False,0.0,,False
NFKB1,小分子 (胞內可成藥口袋),mixed,0.6312849162011173,1,False,115.0,90.0,205.0,63.0,,,False,False,,DRUGGABLE GENOME;KINASE;TRANSCRIPTION FACTOR;TRANSCRIPTION FACTOR COMPLEX,True
NFKB2,待新模態 (無已知遞送方式),mixed,0.6167522718293165,0,False,907.0,443.0,1350.0,738.0,,,,,,,False
NFKBIL1,待新模態 (無已知遞送方式),repressor,0.7330143540669857,0,False,863.0,91.0,954.0,33.0,,,,,,,False
NFRKB,待新模態 (無已知遞送方式),mixed,0.4928842504743833,0,False,500.0,3020.0,2892.0,2520.0,0.5645913204101243,,,,,,False
NFU1,待新模態 (無已知遞送方式),mixed,0.5780141843971631,0,False,277.0,5.0,16.0,282.0,,,,,,,False
NGRN,待新模態 (無已知遞送方式),mixed,0.5,0,False,175.0,1.0,3.0,176.0,,,,,,,False
NIPBL,待新模態 (無已知遞送方式),repressor,0.6640190627482129,0,False,226.0,358.0,317.0,584.0,,,False,False,,,False
NIPSNAP3A,待新模態 (無已知遞送方式),activator,0.22807017543859648,0,False,56.0,1.0,57.0,1.0,,,,,,,False
NKAPD1,待新模態 (無已知遞送方式),repressor,0.7270865335381465,0,False,290.0,529.0,605.0,819.0,,,,,,,False
NLGN2,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.6666666666666666,0,False,47.0,48.0,1.0,60.0,,,True,True,663.0,CELL SURFACE;DRUGGABLE GENOME,False
NLRX1,待新模態 (無已知遞送方式),mixed,0.556237218813906,0,False,474.0,489.0,15.0,25.0,,,False,False,,,False
NMT2,待新模態 (無已知遞送方式),activator,0.33076923076923076,0,False,85.0,45.0,130.0,19.0,,,,,,,False
NONO,待新模態 (無已知遞送方式),mixed,0.42857142857142855,0,False,40.0,16.0,56.0,14.0,,,,,,,False
NPHP4,待新模態 (無已知遞送方式),repressor,0.9130434782608695,0,False,101.0,76.0,177.0,6.0,,,False,False,,,False
NPRL3,待新模態 (無已知遞送方式),mixed,0.6363636363636364,0,False,54.0,55.0,4.0,1.0,,,False,False,,,False
NR2C2,小分子 (胞內可成藥口袋),mixed,0.37844940867279897,0,False,72.0,285.0,263.0,213.0,,,False,False,,DRUGGABLE GENOME;NUCLEAR HORMONE RECEPTOR;TRANSCRIPTION FACTOR,False
NR4A3,待新模態 (無已知遞送方式),mixed,0.5404040404040404,0,False,396.0,0.0,32.0,396.0,,,,,,,False
NRAS,待新模態 (無已知遞送方式),repressor,0.8181818181818182,0,False,149.0,226.0,375.0,147.0,,,,,,,False
NRBP1,待新模態 (無已知遞送方式),mixed,0.5527210884353742,0,False,366.0,385.0,628.0,751.0,,,,,,,False
NSD1,待新模態 (無已知遞送方式),mixed,0.4356469002695418,0,False,408.0,1767.0,1994.0,2175.0,,,,,,,False
NSD2,小分子 (胞內可成藥口袋),mixed,0.6018099547511312,0,False,96.0,178.0,182.0,82.0,,,False,False,,CLINICALLY ACTIONABLE;ENZYME,False
NSUN4,待新模態 (無已知遞送方式),mixed,0.5392070484581498,0,True,989.0,37.0,109.0,1026.0,,,,,,,True
NUBPL,待新模態 (無已知遞送方式),activator,0.3024523160762943,0,False,366.0,1.0,4.0,367.0,,,,,,,False
NUDT19,待新模態 (無已知遞送方式),repressor,0.7814569536423841,0,False,119.0,151.0,32.0,37.0,,,,,,,False
NUFIP2,待新模態 (無已知遞送方式),mixed,0.43636363636363634,0,False,53.0,55.0,3.0,2.0,,,,,,,False
NUP42,待新模態 (無已知遞送方式),repressor,0.6666666666666666,0,False,72.0,18.0,11.0,90.0,,,False,False,,,False
NXT1,待新模態 (無已知遞送方式),mixed,0.47058823529411764,0,False,96.0,6.0,5.0,102.0,,,,,,,False
OAZ3,待新模態 (無已知遞送方式),mixed,0.48372093023255813,0,False,215.0,0.0,0.0,215.0,,,,,,,False
ORAI1,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.7143933685003768,0,True,1247.0,3.0,1250.0,77.0,,,True,True,54.0,,True
ORMDL2,CAR-T / ADC / 抗體 (細胞表面+胞外域),repressor,0.6559139784946236,0,False,371.0,372.0,1.0,1.0,,,True,True,27.0,,False
OST4,待新模態 (無已知遞送方式),mixed,0.6291079812206573,0,False,105.0,10.0,98.0,115.0,,,False,False,0.0,,False
OTUB1,待新模態 (無已知遞送方式),repressor,0.66991643454039,0,False,185.0,305.0,293.0,120.0,,,False,False,,,False
OTUD1,待新模態 (無已知遞送方式),mixed,0.5150244584206848,0,False,1099.0,1110.0,321.0,11.0,,,,,,,False
OXA1L,抗體 (表面但胞外域有限),mixed,0.5439417576703068,0,False,1275.0,267.0,114.0,1542.0,,,True,False,0.0,,False
P4HB,小分子 (胞內可成藥口袋),repressor,0.878345498783455,0,False,102.0,191.0,89.0,131.0,,,False,False,,DRUGGABLE GENOME;ENZYME;EXTERNAL SIDE OF PLASMA MEMBRANE;THIOREDOXIN,False
PA2G4,小分子 (胞內可成藥口袋),mixed,0.43137254901960786,0,False,26.0,51.0,28.0,25.0,,,False,False,,DRUGGABLE GENOME;PROTEASE,False
PABIR1,待新模態 (無已知遞送方式),repressor,0.7615894039735099,0,False,47.0,32.0,72.0,79.0,,,,,,,False
PACS2,待新模態 (無已知遞送方式),repressor,0.7278911564625851,0,False,123.0,24.0,29.0,147.0,,,,,,,False
PACSIN2,待新模態 (無已知遞送方式),repressor,0.6740506329113924,0,False,631.0,632.0,1.0,2.0,,,,,,,False
PAGR1,待新模態 (無已知遞送方式),mixed,0.5170648464163823,0,False,391.0,501.0,561.0,110.0,,,,,,,False
PAICS,待新模態 (無已知遞送方式),mixed,0.5227272727272727,0,False,87.0,1.0,4.0,88.0,,,,,,,False
PAK1,小分子 (胞內可成藥口袋),repressor,0.8232044198895028,0,False,275.0,278.0,265.0,3.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PAK2,小分子 (胞內可成藥口袋),repressor,0.6983606557377049,0,False,87.0,147.0,98.0,60.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PAN3,待新模態 (無已知遞送方式),mixed,0.6032,0,False,260.0,90.0,185.0,350.0,,,,,,,False
PAPOLA,抗體 (表面但胞外域有限),mixed,0.5535714285714286,0,False,42.0,14.0,56.0,38.0,,,True,False,0.0,,False
PAPSS1,待新模態 (無已知遞送方式),mixed,0.388,0,False,248.0,250.0,6.0,2.0,,,False,False,,,False
PARD6A,待新模態 (無已知遞送方式),mixed,0.46853146853146854,0,False,140.0,143.0,3.0,7.0,,,,,,,False
PARK7,待新模態 (無已知遞送方式),repressor,0.6842105263157895,0,False,88.0,7.0,7.0,95.0,,,False,False,,,False
PARL,抗體 (表面但胞外域有限),activator,0.3498542274052478,0,False,341.0,2.0,1.0,343.0,,,True,False,0.0,,False
PARP14,小分子 (胞內可成藥口袋),repressor,0.7561915244909191,0,False,955.0,374.0,1329.0,114.0,,,False,False,,DRUGGABLE GENOME,False
PARS2,待新模態 (無已知遞送方式),mixed,0.5636083269082498,0,False,553.0,98.0,651.0,548.0,,,,,,,False
PATL1,待新模態 (無已知遞送方式),mixed,0.5240963855421686,0,False,161.0,166.0,7.0,5.0,,,False,False,,,False
PAXIP1,待新模態 (無已知遞送方式),mixed,0.5108958837772397,0,False,170.0,1071.0,992.0,1241.0,,,,,,,False
PCBP2,待新模態 (無已知遞送方式),repressor,0.6837060702875399,0,False,421.0,523.0,627.0,102.0,,,False,False,,,False
PCBP4,待新模態 (無已知遞送方式),repressor,0.6851851851851852,0,False,28.0,54.0,30.0,26.0,,,False,False,,,False
PCGF1,待新模態 (無已知遞送方式),repressor,0.6868314275175212,0,False,395.0,684.0,948.0,1079.0,,,False,False,,,False
PCGF3,待新模態 (無已知遞送方式),mixed,0.5882352941176471,0,False,44.0,7.0,27.0,51.0,,,False,False,0.0,,False
PCGF6,待新模態 (無已知遞送方式),repressor,0.9158878504672897,0,False,36.0,18.0,54.0,53.0,,,,,,,False
PCNX3,抗體 (表面但胞外域有限),repressor,0.7402597402597403,0,False,31.0,67.0,66.0,98.0,,,True,False,0.0,,False
PCNX4,抗體 (表面但胞外域有限),mixed,0.35208333333333336,0,False,476.0,480.0,4.0,5.0,,,True,False,0.0,,False
PCYT2,待新模態 (無已知遞送方式),repressor,0.6830576665176575,0,False,143.0,828.0,724.0,685.0,,,,,,,False
PDCD10,待新模態 (無已知遞送方式),repressor,0.6963470319634704,0,False,271.0,27.0,140.0,298.0,,,,,,,False
PDCD2L,待新模態 (無已知遞送方式),mixed,0.5960890087660148,0,False,994.0,1046.0,385.0,52.0,,,,,,,False
PDCD5,待新模態 (無已知遞送方式),mixed,0.5665188470066519,0,True,872.0,30.0,38.0,902.0,,,,,,,True
PDCL,待新模態 (無已知遞送方式),mixed,0.464984406010774,0,False,749.0,753.0,1272.0,1502.0,,,,,,,False
PDHB,待新模態 (無已知遞送方式),repressor,0.7374301675977654,0,False,174.0,5.0,8.0,179.0,,,False,False,,,False
PDIA3,小分子 (胞內可成藥口袋),repressor,0.8649350649350649,0,False,235.0,75.0,310.0,25.0,,,False,False,,CELL SURFACE;DRUGGABLE GENOME;THIOREDOXIN,False
PDIA6,小分子 (胞內可成藥口袋),repressor,0.9084158415841584,0,False,49.0,151.0,151.0,102.0,,,False,False,,DRUGGABLE GENOME;THIOREDOXIN,False
PDLIM2,待新模態 (無已知遞送方式),repressor,0.8067226890756303,0,False,171.0,73.0,244.0,159.0,,,,,,,False
PDS5B,待新模態 (無已知遞送方式),repressor,0.6779661016949152,0,False,35.0,24.0,59.0,42.0,,,,,,,False
PDSS1,待新模態 (無已知遞送方式),mixed,0.5963855421686747,0,False,353.0,32.0,385.0,113.0,,,False,False,,,False
PDSS2,待新模態 (無已知遞送方式),mixed,0.5747501086484137,0,False,1284.0,943.0,2227.0,1432.0,,,False,False,,,False
PELO,待新模態 (無已知遞送方式),repressor,0.773972602739726,0,False,120.0,163.0,43.0,275.0,,,,,,,False
PEX5,待新模態 (無已知遞送方式),mixed,0.5654450261780105,0,False,214.0,3.0,165.0,217.0,,,,,,,False
PFDN5,待新模態 (無已知遞送方式),repressor,0.7887323943661971,0,False,211.0,218.0,66.0,7.0,,,,,,,False
PGP,待新模態 (無已知遞送方式),mixed,0.44693877551020406,0,False,489.0,1.0,2.0,490.0,,,,,,,False
PHACTR4,待新模態 (無已知遞送方式),mixed,0.6212121212121212,0,False,63.0,66.0,3.0,4.0,,,,,,,False
PHF12,待新模態 (無已知遞送方式),repressor,0.673469387755102,0,False,138.0,188.0,326.0,123.0,,,False,False,,,False
PHF20,待新模態 (無已知遞送方式),activator,0.15254237288135594,0,False,168.0,9.0,10.0,177.0,,,,,,,False
PHF20L1,待新模態 (無已知遞送方式),mixed,0.38571428571428573,0,False,65.0,5.0,70.0,5.0,,,,,,,False
PHF3,待新模態 (無已知遞送方式),mixed,0.42829457364341084,0,False,139.0,220.0,81.0,215.0,,,,,,,False
PHF6,小分子 (胞內可成藥口袋),mixed,0.5707547169811321,0,False,197.0,15.0,19.0,212.0,,,False,False,,CLINICALLY ACTIONABLE,False
PHF8,待新模態 (無已知遞送方式),mixed,0.4528301886792453,0,False,304.0,11.0,56.0,315.0,,,,,,,False
PHIP,待新模態 (無已知遞送方式),repressor,0.65,0,False,115.0,5.0,12.0,120.0,,,,,,,False
PIAS1,待新模態 (無已知遞送方式),repressor,0.7282608695652174,0,False,92.0,92.0,0.0,1.0,,,,,,,False
PIK3C2B,待新模態 (無已知遞送方式),repressor,0.6986301369863014,0,False,72.0,73.0,1.0,1.0,,,,,,,False
PIK3R4,小分子 (胞內可成藥口袋),repressor,0.6832579185520362,0,False,127.0,139.0,82.0,12.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;PHOSPHATIDYLINOSITOL 3 KINASE;SERINE THREONINE KINASE,False
PKM,待新模態 (無已知遞送方式),mixed,0.6247619047619047,0,False,1784.0,57.0,1841.0,202.0,0.536419057150002,,,,,,False
PKN1,小分子 (胞內可成藥口袋),repressor,0.8725490196078431,0,False,101.0,102.0,1.0,1.0,,,False,False,,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
PKN3,小分子 (胞內可成藥口袋),mixed,0.4418604651162791,0,False,85.0,1.0,2.0,86.0,,,False,False,,DRUGGABLE GENOME;ENZYME;KINASE;SERINE THREONINE KINASE,False
