gene,delivery_modality,polarity,up_frac,n_concept_modules,stimulation_gated,ctx_specific_de,de_Rest,de_Stim8hr,de_Stim48hr,loeuf,druggability_tractability,is_surface_protein,has_extracellular_domain,extracellular_length,druggable_pathway,is_ctx_specific
WASHC4,待新模態 (無已知遞送方式),mixed,0.484375,0,False,61.0,64.0,7.0,3.0,,,False,False,,,False
WASL,待新模態 (無已知遞送方式),repressor,0.92,0,False,12.0,38.0,50.0,31.0,,,,,,,False
WBP4,待新模態 (無已知遞送方式),repressor,0.6956521739130435,0,False,101.0,142.0,203.0,41.0,,,,,,,False
WDFY1,待新模態 (無已知遞送方式),repressor,0.8909090909090909,0,False,49.0,6.0,20.0,55.0,,,,,,,False
WDR54,待新模態 (無已知遞送方式),repressor,0.8029739776951673,0,False,156.0,10.0,103.0,166.0,,,False,False,,,False
WDR59,待新模態 (無已知遞送方式),mixed,0.6217765042979942,0,False,740.0,547.0,958.0,1287.0,,,,,,,False
WDR82,待新模態 (無已知遞送方式),mixed,0.6156684027777778,0,False,539.0,1253.0,1792.0,1563.0,,,,,,,False
WIZ,待新模態 (無已知遞送方式),mixed,0.5208681135225376,0,False,421.0,232.0,653.0,313.0,,,,,,,False
WNK1,小分子 (胞內可成藥口袋),repressor,0.7004950495049505,0,False,233.0,332.0,377.0,99.0,,,False,False,,DRUGGABLE GENOME;ENZYME;EXTERNAL SIDE OF PLASMA MEMBRANE;KINASE;SERINE THREONINE KINASE,False
WRN,小分子 (胞內可成藥口袋),repressor,0.7758620689655172,0,False,46.0,58.0,31.0,12.0,,,False,False,,CLINICALLY ACTIONABLE;ENZYME,False
XBP1,小分子 (胞內可成藥口袋),activator,0.20549450549450549,0,False,312.0,180.0,238.0,492.0,,,False,False,0.0,CLINICALLY ACTIONABLE;DRUGGABLE GENOME;ENZYME;TRANSCRIPTION FACTOR,False
XPR1,CAR-T / ADC / 抗體 (細胞表面+胞外域),mixed,0.5414551607445008,0,False,541.0,273.0,814.0,95.0,,,True,True,23.0,,False
XRN1,待新模態 (無已知遞送方式),repressor,0.8461538461538461,0,False,372.0,76.0,448.0,100.0,,,False,False,,,False
YEATS2,待新模態 (無已知遞送方式),mixed,0.5107871720116618,0,False,186.0,512.0,505.0,698.0,,,,,,,False
YIPF1,抗體 (表面但胞外域有限),repressor,0.6956521739130435,0,False,82.0,10.0,92.0,36.0,,,True,False,0.0,,False
YIPF3,抗體 (表面但胞外域有限),mixed,0.48663101604278075,0,False,184.0,3.0,28.0,187.0,,,True,False,0.0,,False
YME1L1,待新模態 (無已知遞送方式),mixed,0.38271604938271603,0,False,66.0,15.0,15.0,81.0,,,False,False,0.0,,False
YPEL2,待新模態 (無已知遞送方式),repressor,0.6587301587301587,0,False,104.0,22.0,126.0,31.0,,,,,,,False
YPEL5,待新模態 (無已知遞送方式),mixed,0.3684210526315789,0,False,53.0,57.0,38.0,4.0,,,,,,,False
YTHDF2,待新模態 (無已知遞送方式),mixed,0.6384892086330936,0,False,1716.0,902.0,1484.0,2618.0,,,,,,,False
YY1,待新模態 (無已知遞送方式),mixed,0.45604113110539846,0,False,451.0,510.0,961.0,474.0,,,,,,,False
ZBTB33,待新模態 (無已知遞送方式),mixed,0.48214285714285715,0,False,39.0,17.0,15.0,56.0,,,,,,,False
ZBTB39,待新模態 (無已知遞送方式),repressor,0.728421052631579,0,False,129.0,130.0,259.0,86.0,,,False,False,,,False
ZBTB7A,待新模態 (無已知遞送方式),mixed,0.5916230366492147,0,False,497.0,543.0,221.0,46.0,,,,,,,False
ZBTB9,待新模態 (無已知遞送方式),repressor,0.7135183527305282,0,False,1117.0,1117.0,3.0,0.0,,,,,,,False
ZC3H10,待新模態 (無已知遞送方式),repressor,0.7340225563909775,0,False,58.0,381.0,323.0,360.0,,,,,,,False
ZC3H12A,待新模態 (無已知遞送方式),mixed,0.4911147011308562,0,False,615.0,181.0,261.0,796.0,,,,,,,False
ZC3H14,待新模態 (無已知遞送方式),activator,0.29850746268656714,0,False,66.0,1.0,26.0,67.0,,,,,,,False
ZC3H4,待新模態 (無已知遞送方式),repressor,0.8353510895883777,0,False,141.0,136.0,277.0,37.0,,,,,,,False
ZC3HC1,待新模態 (無已知遞送方式),repressor,0.66875,0,False,42.0,59.0,25.0,101.0,,,,,,,False
ZCCHC8,待新模態 (無已知遞送方式),repressor,0.7327935222672065,0,False,86.0,42.0,119.0,128.0,,,,,,,False
ZDHHC12,抗體 (表面但胞外域有限),mixed,0.4420289855072464,0,False,135.0,138.0,8.0,3.0,,,True,False,0.0,,False
ZEB1,待新模態 (無已知遞送方式),repressor,0.7638418079096045,0,False,163.0,253.0,216.0,416.0,,,,,,,False
ZFAT,待新模態 (無已知遞送方式),activator,0.24468085106382978,0,False,49.0,45.0,94.0,31.0,,,,,,,False
ZFP82,待新模態 (無已知遞送方式),mixed,0.6181818181818182,0,False,42.0,13.0,55.0,12.0,,,,,,,False
ZHX3,待新模態 (無已知遞送方式),mixed,0.43724696356275305,0,False,124.0,127.0,3.0,120.0,,,,,,,False
ZMAT1,待新模態 (無已知遞送方式),repressor,0.8689883913764511,0,False,53.0,190.0,170.0,243.0,,,False,False,,,False
ZMYM2,小分子 (胞內可成藥口袋),mixed,0.6493604213694507,0,False,2003.0,2178.0,305.0,175.0,0.4298169675674165,,False,False,,CLINICALLY ACTIONABLE;TRANSCRIPTION FACTOR,False
ZMYND19,待新模態 (無已知遞送方式),activator,0.25,0,False,120.0,24.0,144.0,28.0,,,,,,,False
ZMYND8,待新模態 (無已知遞送方式),mixed,0.5607476635514018,0,False,15.0,52.0,55.0,37.0,,,,,,,False
ZNF148,待新模態 (無已知遞送方式),mixed,0.5010233319688907,0,False,862.0,1355.0,595.0,493.0,,,,,,,False
ZNF18,待新模態 (無已知遞送方式),mixed,0.578125,0,False,125.0,128.0,4.0,3.0,,,,,,,False
ZNF200,待新模態 (無已知遞送方式),repressor,0.9459459459459459,0,False,47.0,10.0,54.0,57.0,,,,,,,False
ZNF221,待新模態 (無已知遞送方式),repressor,0.6817496229260935,0,False,663.0,663.0,0.0,0.0,,,,,,,False
ZNF254,待新模態 (無已知遞送方式),repressor,0.782051282051282,0,False,77.0,78.0,1.0,2.0,,,,,,,False
ZNF274,待新模態 (無已知遞送方式),repressor,0.9570135746606335,0,False,6.0,146.0,152.0,144.0,,,,,,,False
ZNF280D,待新模態 (無已知遞送方式),repressor,0.8450292397660819,0,False,80.0,66.0,146.0,130.0,,,,,,,False
ZNF304,待新模態 (無已知遞送方式),repressor,0.7764127764127764,0,False,813.0,814.0,1.0,1.0,,,False,False,,,False
ZNF330,待新模態 (無已知遞送方式),repressor,0.704,0,False,121.0,4.0,2.0,125.0,,,,,,,False
ZNF35,待新模態 (無已知遞送方式),activator,0.17272727272727273,0,False,110.0,110.0,0.0,0.0,,,,,,,False
ZNF384,待新模態 (無已知遞送方式),mixed,0.4125874125874126,0,False,37.0,73.0,36.0,70.0,,,,,,,False
ZNF470,待新模態 (無已知遞送方式),mixed,0.5830985915492958,0,False,354.0,355.0,25.0,1.0,,,,,,,False
ZNF507,待新模態 (無已知遞送方式),repressor,0.9166666666666666,0,False,56.0,16.0,37.0,72.0,,,False,False,,,False
ZNF512B,待新模態 (無已知遞送方式),mixed,0.6105476673427992,0,False,491.0,493.0,2.0,3.0,,,,,,,False
ZNF554,待新模態 (無已知遞送方式),repressor,0.7899280575539568,0,False,293.0,512.0,219.0,659.0,,,,,,,False
ZNF589,待新模態 (無已知遞送方式),repressor,0.9056603773584906,0,False,40.0,53.0,14.0,13.0,,,,,,,False
ZNF613,待新模態 (無已知遞送方式),repressor,0.7738172391445236,0,False,832.0,789.0,1621.0,676.0,,,,,,,False
ZNF622,待新模態 (無已知遞送方式),mixed,0.5882352941176471,0,False,64.0,4.0,22.0,68.0,,,,,,,False
ZNF627,待新模態 (無已知遞送方式),repressor,0.9814814814814815,0,False,53.0,54.0,3.0,1.0,,,,,,,False
ZNF641,待新模態 (無已知遞送方式),mixed,0.4532608695652174,0,False,708.0,58.0,96.0,766.0,,,,,,,False
ZNF644,待新模態 (無已知遞送方式),mixed,0.5878260869565217,0,False,156.0,431.0,275.0,444.0,,,,,,,False
ZNF649,待新模態 (無已知遞送方式),mixed,0.5717948717948718,0,False,1069.0,105.0,281.0,1174.0,,,,,,,False
ZNF653,待新模態 (無已知遞送方式),mixed,0.5041322314049587,0,False,119.0,121.0,5.0,2.0,,,,,,,False
ZNF655,待新模態 (無已知遞送方式),mixed,0.5294117647058824,0,False,49.0,19.0,36.0,68.0,,,,,,,False
ZNF70,待新模態 (無已知遞送方式),repressor,0.8413391557496361,0,False,683.0,687.0,19.0,4.0,,,,,,,False
ZNF785,待新模態 (無已知遞送方式),mixed,0.4838709677419355,0,False,238.0,10.0,6.0,248.0,,,,,,,False
ZNF790,待新模態 (無已知遞送方式),repressor,0.9458483754512635,0,False,276.0,1.0,277.0,2.0,,,,,,,False
ZNF837,待新模態 (無已知遞送方式),mixed,0.5422163588390502,0,True,758.0,0.0,0.0,758.0,,,,,,,True
ZNF92,待新模態 (無已知遞送方式),mixed,0.6488011283497884,0,False,220.0,122.0,342.0,245.0,,,,,,,False
ZRANB2,待新模態 (無已知遞送方式),mixed,0.40728476821192056,0,False,133.0,39.0,130.0,172.0,,,,,,,False
ZRSR2,待新模態 (無已知遞送方式),mixed,0.46853146853146854,0,False,263.0,291.0,424.0,28.0,,,,,,,False
ZSCAN2,待新模態 (無已知遞送方式),repressor,0.8071065989847716,0,False,194.0,197.0,28.0,3.0,,,,,,,False
ZSCAN25,待新模態 (無已知遞送方式),repressor,0.7225806451612903,0,False,153.0,155.0,4.0,2.0,,,,,,,False
ZSWIM4,待新模態 (無已知遞送方式),mixed,0.559322033898305,0,False,453.0,472.0,19.0,19.0,,,,,,,False
