target_contrast_gene_name,culture_condition,n_cells_target,n_total_de_genes,ontarget_effect_size,offtarget_flag,crossdonor_correlation_mean,crossguide_correlation,has_crossdonor,has_crossguide,low_crossdonor,low_crossguide,low_cells
TP53INP2,Stim48hr,945.0,1693,-3.2562773470586355,False,0.6395516400343405,0.043410840036619,True,True,False,True,False
TP53INP2,Stim8hr,902.0,927,-0.4720231900399638,False,0.4572383186784661,0.154819793489249,True,True,False,True,False
TP53RK,Stim8hr,424.0,78,-6.631054567883426,False,0.1178550431993876,,True,False,True,False,False
TP73,Rest,229.0,103,-1.6271533955214537,False,0.185292735106872,0.9133493842267228,True,True,True,False,False
TP73,Stim48hr,166.0,96,-0.4987877584006551,False,0.0929393557818557,0.0349815289491782,True,True,True,True,True
TP73,Stim8hr,216.0,110,-0.7357798061190931,False,0.2018344135966718,-0.2367430698604685,True,True,False,True,False
TPD52,Rest,281.0,434,-7.633514429440924,False,0.2917933391508664,,True,False,False,False,False
TPD52,Stim48hr,280.0,93,-11.56488794641084,False,0.4015716136198075,,True,False,False,False,False
TPD52,Stim8hr,245.0,121,-7.347855220641023,False,0.3192986201715804,,True,False,False,False,False
TPD52L1,Rest,292.0,195,0.0,False,0.3268607993474805,0.4242870824467076,True,True,False,False,False
TPD52L1,Stim48hr,398.0,50,0.0,False,0.1868962915908308,-0.3301740915866414,True,True,True,True,False
TPGS2,Stim48hr,553.0,259,-26.18787495337932,True,0.4030408292107235,0.7343813027298752,True,True,False,False,False
TPI1,Rest,92.0,82,0.0,False,0.4923787435067424,,True,False,False,False,True
TPI1,Stim8hr,91.0,198,0.0,False,0.4407727002545664,,True,False,False,False,True
TPR,Rest,67.0,147,-4.820076966369439,False,-0.0044222483317765,,True,False,True,False,True
TPRG1L,Stim48hr,733.0,59,-7.810497838065157,False,0.3069164287693753,,True,False,False,False,False
TPST2,Stim48hr,180.0,77,-4.800638466528297,False,0.3831657861813523,,True,False,False,False,True
TPT1,Rest,260.0,979,0.0,False,0.3939803574241332,0.8323121531568244,True,True,False,False,False
TPT1,Stim48hr,158.0,203,0.0,False,0.617320617195857,0.7677764717381798,True,True,False,False,True
TPT1,Stim8hr,191.0,931,0.0,False,0.471590901212113,0.6677932097346804,True,True,False,False,True
TRADD,Stim8hr,189.0,60,-4.417619632094425,False,0.3010807545442818,-0.005790091652494,True,True,False,True,True
TRAF3,Rest,6962.0,1344,-32.8951748253116,False,0.6621721630779753,0.6396445080002975,True,True,False,False,False
TRAF3,Stim48hr,5378.0,607,-17.390470079232767,False,0.6746100158177909,0.7173135776467899,True,True,False,False,False
TRAF3,Stim8hr,5560.0,1626,-23.20830108949733,False,0.6173788551843792,0.7279664460179402,True,True,False,False,False
TRAF6,Stim8hr,189.0,83,-3.780735838081303,False,0.5105738663540406,,True,False,False,False,True
TRAK1,Stim8hr,649.0,864,-0.4262131055242391,False,0.153500281005207,,True,False,True,False,False
TRAPPC13,Stim8hr,568.0,126,-14.540549287890242,False,0.7772958359836708,0.9746089701750278,True,True,False,False,False
TRAPPC3,Rest,121.0,307,-3.340412560298762,False,-0.0642500812866312,,True,False,True,False,True
TRIB2,Rest,360.0,108,-13.877780229116112,False,0.3084915371049085,,True,False,False,False,False
TRIB2,Stim8hr,376.0,101,-9.02062101181448,False,0.6975609225951116,,True,False,False,False,False
TRIM14,Rest,342.0,139,-15.533328550131568,False,0.7568314282770112,,True,False,False,False,False
TRIM2,Rest,395.0,1123,0.0,False,0.0864826841757691,0.3705511808836076,True,True,True,False,False
TRIM25,Stim8hr,759.0,50,-21.323580337072983,False,0.5984058553319258,0.8793609433573318,True,True,False,False,False
TRIM39,Rest,973.0,53,-4.766329010999846,False,0.6344033114119746,0.566770194731606,True,True,False,False,False
TRIP12,Rest,1816.0,2013,-37.93536619108139,True,0.6984840088170898,0.7960067896264688,True,True,False,False,False
TRIP12,Stim48hr,1555.0,764,-43.7815685587192,True,0.5839692149115009,0.7758504663596941,True,True,False,False,False
TRIP12,Stim8hr,1477.0,1830,-41.751281166806415,False,0.6883392835568332,0.8344484218551917,True,True,False,False,False
TRMT10C,Stim48hr,305.0,342,-7.994176205055662,False,0.4214961562614055,0.6966623464980389,True,True,False,False,False
TRMT6,Stim8hr,226.0,107,-6.297077566251501,True,0.3801034856426191,-0.1262658859043331,True,True,False,True,False
TRMT61A,Rest,244.0,148,-3.6511593807432674,False,0.4792426659571064,0.3727818061524989,True,True,False,False,False
TRMT61A,Stim48hr,156.0,50,-3.0092970339425933,False,0.5532862891376111,0.8955843726054621,True,True,False,False,True
TRMT61A,Stim8hr,242.0,241,-7.615067932508333,False,0.7196805962820885,0.8431214803090926,True,True,False,False,False
TRRAP,Rest,398.0,568,-11.884656966999591,False,0.4867006331903192,0.4284367621038153,True,True,False,False,False
TRRAP,Stim8hr,302.0,1257,-10.53860740763177,False,0.4173632279190107,0.5572466574135173,True,True,False,False,False
TRUB1,Rest,367.0,109,-10.240504684320785,False,0.2032745197988521,0.4331120370387463,True,True,False,False,False
TRUB2,Stim48hr,952.0,185,-10.318635813659318,True,0.4701898642231352,0.6442613574367858,True,True,False,False,False
TSC1,Rest,492.0,1676,-9.057551458857024,False,0.6671262156296968,0.7711164886196756,True,True,False,False,False
TSC1,Stim48hr,309.0,1199,-7.011039107104755,False,0.6700827177885339,0.6954946060393966,True,True,False,False,False
TSC1,Stim8hr,371.0,347,-8.364643948878227,False,0.6082143612114331,0.9359345127400208,True,True,False,False,False
TSC2,Rest,631.0,1101,-10.287862214606998,True,0.6666782172457042,0.7930978122643894,True,True,False,False,False
TSC2,Stim48hr,484.0,599,-7.620344909426223,True,0.3961178678402255,0.8016049481321184,True,True,False,False,False
TSC2,Stim8hr,469.0,428,-8.628404509623266,True,0.275628081915395,0.4103265606273285,True,True,False,False,False
TSEN2,Rest,51.0,173,0.0,False,0.2267651366883233,,True,False,False,False,True
TSEN2,Stim8hr,56.0,562,0.0,False,0.3626551885935083,,True,False,False,False,True
TSFM,Stim48hr,540.0,367,-12.760784811772895,False,0.4371797500218616,0.2688789663399337,True,True,False,False,False
TSPAN4,Stim48hr,44.0,95,-1.332803649280636,False,,,False,False,False,False,True
TSPAN9,Rest,75.0,118,0.0,False,0.3249818034204972,,True,False,False,False,True
TSPAN9,Stim48hr,37.0,52,0.0,False,,,False,False,False,False,True
TSPAN9,Stim8hr,45.0,107,0.0,False,,,False,False,False,False,True
TSPYL1,Stim48hr,592.0,50,-10.869880491999552,False,0.6902813441115804,,True,False,False,False,False
TSPYL5,Rest,298.0,1799,-1.941009865679484,False,0.4898030167444446,,True,False,False,False,False
TSPYL5,Stim48hr,204.0,1594,-1.2412907553249228,False,0.4096094599421224,,True,False,False,False,False
TSPYL5,Stim8hr,278.0,2233,-2.499216483236629,False,0.4243033721384048,,True,False,False,False,False
TSR2,Rest,55.0,188,-3.631238964181164,False,0.4460136119405125,,True,False,False,False,True
TSTD2,Rest,144.0,356,-3.944049459054829,False,0.4030060902165069,0.4098391402335118,True,True,False,False,True
TSTD2,Stim48hr,128.0,204,-4.452768025671565,False,0.4761388330268928,0.1771425018633129,True,True,False,True,True
TSTD2,Stim8hr,106.0,462,-4.6455299189046375,False,0.4089619295706024,0.6248103740883972,True,True,False,False,True
TTC39C,Rest,260.0,333,-9.5648872916057,False,0.4042279607900405,0.5457071845148593,True,True,False,False,False
TTC4,Rest,142.0,491,-4.562691887045135,False,0.3974274378627851,,True,False,False,False,True
TTC4,Stim48hr,94.0,317,0.8101060176875357,False,0.3808572828687904,,True,False,False,False,True
TTC4,Stim8hr,102.0,161,-5.39869038614193,False,0.3032847470391751,,True,False,False,False,True
TTC5,Rest,559.0,170,-9.413892429267888,False,0.4583774488740268,0.148551134492482,True,True,False,True,False
TTC5,Stim8hr,492.0,231,-14.441100992013316,False,0.5414019072992037,-0.064488378722389,True,True,False,True,False
TTC7A,Stim8hr,206.0,110,-8.384073952004748,False,0.5362003550571283,,True,False,False,False,False
TTF1,Stim8hr,93.0,192,-2.6578605801942192,False,-0.0249718161601743,,True,False,True,False,True
TTI2,Stim8hr,57.0,1038,0.0,False,0.3379796974664968,,True,False,False,False,True
TTYH3,Stim8hr,141.0,67,-4.55087899786529,False,0.3422695305631285,,True,False,False,False,True
TUFM,Rest,124.0,122,-11.099253663830495,False,0.0670105811171963,,True,False,True,False,True
TUFM,Stim48hr,71.0,476,-11.947281005861347,False,0.3866456829933626,,True,False,False,False,True
TUFM,Stim8hr,159.0,652,-22.36682130904241,False,0.482536210813181,0.3204876482188097,True,True,False,False,True
TWF1,Rest,724.0,234,-6.064419634671716,False,0.3832466409787887,,True,False,False,False,False
TWF1,Stim8hr,699.0,117,-9.532686614461298,False,0.6176583893912991,,True,False,False,False,False
TWNK,Rest,1148.0,232,-5.566569238955238,False,0.6989772861166518,,True,False,False,False,False
TWNK,Stim48hr,573.0,802,-3.7441615686853233,False,0.6883548833282558,0.7889652561448525,True,True,False,False,False
TWNK,Stim8hr,1179.0,219,-13.822635986898309,False,0.6974629151804237,,True,False,False,False,False
TXNDC9,Stim8hr,472.0,117,-15.910290329916142,True,0.7635390749678512,0.9903182608973532,True,True,False,False,False
TXNIP,Stim48hr,637.0,57,-12.207171400184,False,0.3478449530268217,0.3976818623495105,True,True,False,False,False
TXNL1,Rest,878.0,173,-20.82777483466284,False,0.2531019868673228,0.6979298469598958,True,True,False,False,False
TXNL1,Stim8hr,829.0,201,-29.29548576484829,False,0.0364433464806204,0.5744534730950334,True,True,True,False,False
TXNL4B,Stim48hr,55.0,77,-3.313390456068707,False,-0.3943219249527082,,True,False,True,False,True
TXNL4B,Stim8hr,120.0,967,-5.763951524623958,False,0.0266206276000354,,True,False,True,False,True
TYK2,Stim48hr,941.0,54,-22.687865811643093,False,0.725391636877435,,True,False,False,False,False
U2SURP,Rest,416.0,68,-5.529859857064078,False,0.0530779476400977,,True,False,True,False,False
UBA2,Rest,80.0,407,-6.23685618849396,False,0.2219500297455221,,True,False,False,False,True
UBA2,Stim48hr,55.0,165,-4.406147171809197,False,0.0741395888400482,,True,False,True,False,True
UBA2,Stim8hr,77.0,268,-6.1327435178239496,False,0.1272981813315237,,True,False,True,False,True
UBA5,Rest,2147.0,436,-18.17251313977656,True,0.5376110162752085,,True,False,False,False,False
UBA5,Stim48hr,2072.0,140,-14.839068146548785,True,0.489028666125232,0.3435869859761092,True,True,False,False,False
UBA5,Stim8hr,1980.0,573,-22.168923499045995,True,0.5695684080932882,,True,False,False,False,False
UBAC1,Stim8hr,629.0,58,-18.76170461254268,False,-0.0176232389493953,0.2387717872466639,True,True,True,False,False
UBAP2L,Rest,648.0,629,-28.06210459471565,True,0.6489990782217315,0.8943352264823129,True,True,False,False,False
UBAP2L,Stim48hr,690.0,795,-31.2121163105426,True,0.6490647672288367,0.9532275379811164,True,True,False,False,False
UBAP2L,Stim8hr,765.0,1117,-38.15523432465066,True,0.6088278796890199,0.8690942227972435,True,True,False,False,False
UBC,Rest,274.0,1272,-6.457052703358629,False,0.6375399122476746,0.5631078056710934,True,True,False,False,False
UBC,Stim8hr,232.0,373,-5.8163685029527326,False,0.3562559536638113,-0.123639357424781,True,True,False,True,False
UBE2E1,Rest,965.0,60,-16.041782125370638,False,0.6576401732086671,0.994848141969593,True,True,False,False,False
UBE2E1,Stim48hr,1246.0,156,-22.49533062400869,False,0.693083754474935,,True,False,False,False,False
UBE2E2,Stim48hr,312.0,128,-3.657784636895295,False,0.3028156882706641,0.0442252854596156,True,True,False,True,False
UBE2E2,Stim8hr,353.0,1524,-6.418008827445125,False,0.3428290200965769,-0.2445053080855524,True,True,False,True,False
UBE2F,Stim8hr,228.0,102,-10.374550462793412,False,0.1037645233647402,,True,False,True,False,False
UBE2G2,Rest,338.0,130,-12.319755252228491,False,-0.1284359297940571,-0.0020180879993897,True,True,True,True,False
UBE2G2,Stim48hr,373.0,74,-11.658580609578802,False,0.2631317273805493,0.2745231144408659,True,True,False,False,False
UBE2G2,Stim8hr,359.0,245,-18.582837384862373,False,0.1216959158919938,0.2746763324176562,True,True,True,False,False
UBE2H,Rest,261.0,237,-6.377333604621241,False,0.3374155945360473,0.6879356364460026,True,True,False,False,False
UBE2H,Stim8hr,268.0,191,-4.504227776752223,False,0.1620370419699049,-0.0652723807927318,True,True,True,True,False
UBE2I,Rest,246.0,438,-18.350995143451208,False,0.5976252927723583,,True,False,False,False,False
UBE2I,Stim48hr,164.0,734,-16.617900732240944,False,0.5737211840368313,,True,False,False,False,True
UBE2I,Stim8hr,197.0,730,-21.673068049374777,False,0.5096563750974273,,True,False,False,False,False
UBE2J1,Stim48hr,431.0,53,-20.04262542895799,False,0.5641934619191408,0.7533135184224479,True,True,False,False,False
UBE2L3,Rest,2136.0,1905,-34.598924773200416,False,0.3890509662065647,0.3715948090181125,True,True,False,False,False
UBE2L3,Stim48hr,1866.0,1071,-28.15161485674422,False,0.4309950732137584,0.2330786224466707,True,True,False,False,False
UBE2L3,Stim8hr,1930.0,2874,-38.45562975055992,False,0.2900098213902339,0.2336781034983648,True,True,False,False,False
UBE2N,Rest,108.0,189,-6.1741497182178415,False,0.2162656746964108,,True,False,False,False,True
UBE2N,Stim48hr,66.0,88,-4.261581020216659,False,0.1260531575461189,,True,False,True,False,True
UBE2N,Stim8hr,107.0,326,-8.941496150563303,False,0.2780507909208048,,True,False,False,False,True
UBE2T,Rest,65.0,314,-6.633177322837762,False,0.2856792156479183,,True,False,False,False,True
UBE2T,Stim8hr,85.0,377,-8.534781400111706,False,-0.0064024261445726,,True,False,True,False,True
UBE2V2,Stim48hr,2879.0,1444,-12.652818211980303,False,0.2291841298822618,0.1104174024370717,True,True,False,True,False
UBE3D,Rest,171.0,265,-1.7063855535091508,False,0.6447671018942653,0.673580879987539,True,True,False,False,True
UBE3D,Stim48hr,135.0,331,-1.889304284493719,False,0.5296849263978259,,True,False,False,False,True
UBE3D,Stim8hr,196.0,350,-3.363992236334484,False,0.5386022436189779,0.6337539570833561,True,True,False,False,True
UBIAD1,Stim48hr,431.0,154,-5.849305529889181,False,0.4939084932188476,0.5762001315857478,True,True,False,False,False
UBIAD1,Stim8hr,440.0,90,-10.637675531450938,False,0.5560949616913357,0.6990656227579141,True,True,False,False,False
UBL3,Rest,528.0,75,-14.505911637880692,False,0.5206145473218476,0.9500267658649308,True,True,False,False,False
UBL7,Stim8hr,853.0,296,-14.215363930366983,False,0.0481168739331433,,True,False,True,False,False
UBN1,Stim48hr,509.0,62,-9.255944510238354,True,0.5771950422586909,0.6376191825032287,True,True,False,False,False
UBR1,Rest,164.0,94,0.0,False,0.6018835206201455,,True,False,False,False,True
UBR1,Stim48hr,222.0,81,0.0,False,0.3953528142260548,0.3290300238535469,True,True,False,False,False
UBR1,Stim8hr,224.0,173,0.0,False,0.411620901605293,,True,False,False,False,False
UBR4,Rest,337.0,1209,-14.741472665055888,False,0.6272948320310895,0.674107599958389,True,True,False,False,False
UBR4,Stim48hr,178.0,510,-14.080767026318956,False,0.5283964348123598,0.7587630651149487,True,True,False,False,True
UBR4,Stim8hr,257.0,585,-15.357674095374453,False,0.6272662744073733,0.7626920208090866,True,True,False,False,False
UBR5,Rest,1225.0,1197,-23.356860685549304,False,0.6859984175056288,0.5859237798638046,True,True,False,False,False
UBR5,Stim48hr,784.0,1303,-28.131774905049184,False,0.6624792967878221,0.875258783941707,True,True,False,False,False
UBR5,Stim8hr,1075.0,1706,-25.88281167179318,False,0.678105138485433,0.7394228849416684,True,True,False,False,False
UBXN1,Rest,592.0,4440,-6.741071079478915,False,0.1224822614962317,,True,False,True,False,False
UBXN1,Stim48hr,933.0,540,-7.25498857610862,False,-0.1134622859849688,0.0031777662149214,True,True,True,True,False
UBXN1,Stim8hr,1027.0,3444,-6.792549085997379,True,0.0322385156868274,0.3187878194934168,True,True,True,False,False
UBXN6,Stim48hr,432.0,162,-13.405260482496884,False,0.012464370388931,0.0076123020473612,True,True,True,True,False
UCHL5,Rest,191.0,256,-9.096174638315754,True,0.6230360323434709,,True,False,False,False,True
UCHL5,Stim48hr,214.0,149,-14.47482453734417,True,0.5072418445508863,,True,False,False,False,False
UCHL5,Stim8hr,179.0,351,-13.56535180428554,True,0.5069148504403448,,True,False,False,False,True
UFC1,Rest,469.0,123,-19.08702584598323,False,0.4063249724257274,0.4319221369288637,True,True,False,False,False
UFL1,Rest,390.0,650,-6.784880876316569,False,0.4512959436255965,,True,False,False,False,False
UFL1,Stim48hr,251.0,734,-6.951708815400608,False,0.5395521812165917,,True,False,False,False,False
UFL1,Stim8hr,284.0,1321,-6.4556585013794034,False,0.5688598758534259,,True,False,False,False,False
UFM1,Rest,843.0,1670,-24.90414242149982,False,0.6611672709579418,0.8168662377864248,True,True,False,False,False
UFM1,Stim48hr,584.0,1385,-27.14241843939722,False,0.6058446812555193,0.4828505337063529,True,True,False,False,False
UFM1,Stim8hr,712.0,2279,-32.61166047102845,False,0.6349458914334464,0.7361136014817069,True,True,False,False,False
UGDH,Rest,218.0,966,-6.128370312565106,False,0.5968302600036868,0.267652761098246,True,True,False,False,False
UGDH,Stim8hr,278.0,194,-9.350648242309404,False,0.5441124423375814,0.6417645045837392,True,True,False,False,False
UGGT1,Rest,669.0,52,-17.32642133586309,False,0.401103749702569,,True,False,False,False,False
UHRF1,Rest,217.0,264,2.084287929183808,False,0.3944676372169249,,True,False,False,False,False
UHRF1,Stim8hr,223.0,411,-1.8982465693233497,False,0.4615251271724384,,True,False,False,False,False
ULK4,Stim8hr,721.0,98,-8.332477143112593,False,0.0592894551793133,-0.206947508371404,True,True,True,True,False
UMPS,Rest,115.0,172,0.0,False,0.1377524469623014,,True,False,True,False,True
UMPS,Stim8hr,116.0,667,0.0,False,0.4417932877470747,,True,False,False,False,True
UNC45A,Rest,18.0,180,-2.346899451387018,False,,,False,False,False,False,True
UNC45A,Stim48hr,45.0,220,-4.639335671804845,False,,,False,False,False,False,True
UNC45A,Stim8hr,53.0,115,-4.216284871162007,False,0.4587826409580984,,True,False,False,False,True
UNCX,Stim48hr,60.0,142,0.0,False,0.2567252550790355,,True,False,False,False,True
UNCX,Stim8hr,85.0,198,0.0,False,0.1442901085814242,,True,False,True,False,True
UPF2,Rest,125.0,721,-6.920176033566138,False,0.3758038423802453,,True,False,False,False,True
UPF2,Stim48hr,109.0,486,-6.293024960734224,False,0.26295434754477,,True,False,False,False,True
UPF2,Stim8hr,101.0,675,-6.611102921892108,False,0.3741464723227818,,True,False,False,False,True
UQCC1,Stim8hr,282.0,153,-13.70820652042567,False,0.409120144818051,0.5775727186503405,True,True,False,False,False
UQCRB,Rest,254.0,360,-13.66579284546382,False,0.5886719046094778,0.409556546287771,True,True,False,False,False
UQCRB,Stim48hr,118.0,579,-10.317653562765289,False,0.3390323680331675,0.2736316038503514,True,True,False,False,True
UQCRB,Stim8hr,224.0,440,-10.83508944467314,False,0.5463576606178934,0.9191260770095364,True,True,False,False,False
UQCRC1,Rest,69.0,528,-8.314429633932807,False,0.4139169079531746,,True,False,False,False,True
UQCRC1,Stim8hr,74.0,263,-9.066976782654502,False,0.3317007756574241,,True,False,False,False,True
UQCRC2,Stim48hr,107.0,124,-9.213773260528775,False,0.4911008575110365,,True,False,False,False,True
UQCRC2,Stim8hr,172.0,177,-12.011138473258692,False,0.3010890883779811,0.600171066670888,True,True,False,False,True
UQCRQ,Rest,240.0,267,-8.177698422130089,False,0.34573126698402,0.3174158136555219,True,True,False,False,False
UQCRQ,Stim48hr,169.0,161,-2.582902105190503,False,0.3639071621361014,,True,False,False,False,True
UQCRQ,Stim8hr,247.0,208,-10.4673350537429,False,0.2339996909706304,0.4587470905646295,True,True,False,False,False
URB1,Stim8hr,42.0,84,-2.9606688884242183,False,,,False,False,False,False,True
URB2,Stim8hr,119.0,61,-5.575301174582743,True,-0.0447613953099172,,True,False,True,False,True
URM1,Rest,314.0,431,-7.917439389705139,False,0.701149628262762,0.8545697757905165,True,True,False,False,False
URM1,Stim48hr,271.0,53,-8.20375391908847,False,0.3893037803451328,0.982695319533574,True,True,False,False,False
URM1,Stim8hr,297.0,438,-12.230295854077614,False,0.6375187336948754,0.8247744903342262,True,True,False,False,False
UROS,Stim8hr,247.0,133,-11.832904876037258,True,0.4405535762322209,0.4331761190744497,True,True,False,False,False
USF2,Stim8hr,1253.0,99,-20.06852994219219,False,-0.1826202668320306,,True,False,True,False,False
USO1,Rest,89.0,571,-6.670690923212932,False,0.2446336743670526,,True,False,False,False,True
USO1,Stim48hr,97.0,171,-8.093170460793845,False,0.3274065404302994,,True,False,False,False,True
USO1,Stim8hr,144.0,1382,-9.672322908212452,False,0.4767931570454789,0.3194670974229043,True,True,False,False,True
USP10,Rest,321.0,112,-12.747040057914411,False,0.6554599946015197,0.6931050105712048,True,True,False,False,False
USP10,Stim48hr,223.0,74,-13.904399474817492,False,0.7094088447374455,0.5670129551154942,True,True,False,False,False
USP10,Stim8hr,293.0,119,-19.218349544622573,False,0.5850967515483995,0.2829122945706448,True,True,False,False,False
USP13,Rest,235.0,797,-5.46114743225501,False,0.4050936495403145,,True,False,False,False,False
USP22,Rest,1653.0,1783,-22.80175148861433,False,0.6690849153302283,0.807555601283251,True,True,False,False,False
USP22,Stim48hr,1260.0,1849,-25.840992081721925,False,0.5875319495440188,0.7148416419575355,True,True,False,False,False
USP22,Stim8hr,1371.0,2381,-25.18999757044618,False,0.6331400198250203,0.7117315512056206,True,True,False,False,False
USP24,Stim48hr,519.0,149,-15.160926135017997,False,0.5405340456084811,0.5784992944377392,True,True,False,False,False
USP27X,Rest,38.0,147,0.0,False,,,False,False,False,False,True
USP27X,Stim8hr,33.0,426,0.0,False,,,False,False,False,False,True
USP28,Stim48hr,1753.0,221,-31.42489531802875,False,-0.071657265423112,-0.1182461436492895,True,True,True,True,False
USP36,Stim8hr,75.0,98,-3.401902296604592,False,0.1621542624857,,True,False,True,False,True
USP4,Stim48hr,363.0,76,-11.948512051597936,False,0.496506924359085,0.0715861547664408,True,True,False,True,False
USP7,Rest,189.0,1028,-7.585589579595071,False,0.5307910946568086,,True,False,False,False,True
USP7,Stim48hr,154.0,1247,-7.543722717103,False,0.6046516737061977,,True,False,False,False,True
USP7,Stim8hr,178.0,1537,-8.9863651322168,False,0.4136104045191604,,True,False,False,False,True
UTP23,Stim48hr,88.0,171,-5.734110794979997,False,0.1852445020472633,,True,False,True,False,True
UTP25,Stim8hr,28.0,172,0.0,False,,,False,False,False,False,True
UVRAG,Rest,110.0,1196,-3.356443907253194,False,0.5281556656365777,,True,False,False,False,True
UVRAG,Stim48hr,44.0,372,-1.8567641811727795,False,,,False,False,False,False,True
UVRAG,Stim8hr,109.0,529,-3.717538165514561,False,0.3505902379949943,,True,False,False,False,True
UVSSA,Rest,75.0,56,-2.7955218522519987,False,0.3046024562659755,,True,False,False,False,True
UVSSA,Stim48hr,42.0,51,-2.3743855779764176,False,,,False,False,False,False,True
UXS1,Rest,678.0,172,-14.354505398583845,False,0.3980838796569204,0.0289882212363933,True,True,False,True,False
VARS2,Rest,293.0,54,-5.510078215222831,False,0.001055385272541,0.5675407746695572,True,True,True,False,False
VARS2,Stim48hr,146.0,1147,-5.245001222852994,False,0.6369673076101751,,True,False,False,False,True
VARS2,Stim8hr,328.0,784,-9.7362527455745,False,0.5743344928117281,0.6176674431243524,True,True,False,False,False
VAV1,Rest,414.0,70,-15.63560163562742,False,0.6357148501811208,,True,False,False,False,False
VAV1,Stim48hr,321.0,3575,-10.859022341003556,False,0.6607359154750968,,True,False,False,False,False
VAV1,Stim8hr,504.0,4898,-15.097187610756944,False,0.6880584530316985,,True,False,False,False,False
VBP1,Stim48hr,232.0,52,-21.236540509586085,False,0.7397817271667385,0.9032682210997502,True,True,False,False,False
VENTX,Rest,451.0,371,0.0,False,0.5360730269495635,,True,False,False,False,False
VEZT,Rest,125.0,271,-4.155217236064682,False,0.5703532031577039,,True,False,False,False,True
VEZT,Stim48hr,105.0,260,-6.440728842058942,False,0.3972904636122236,,True,False,False,False,True
VEZT,Stim8hr,127.0,296,-6.026973410840513,False,0.5160769540755429,,True,False,False,False,True
VHL,Rest,721.0,240,-19.83948935006644,False,0.8086326286236548,0.9117771869235978,True,True,False,False,False
VHL,Stim48hr,767.0,334,-20.763652616255264,False,0.6579362978477761,0.7433909051565829,True,True,False,False,False
VHL,Stim8hr,818.0,217,-21.801265699700664,False,0.8271606572078095,0.8526298449385192,True,True,False,False,False
VPS13A,Stim48hr,600.0,84,-13.724844824446336,False,0.6055612369151591,0.7635547760350195,True,True,False,False,False
VPS26B,Stim8hr,259.0,177,-12.405815632686815,True,0.2740508040006723,0.3906491080618637,True,True,False,False,False
VPS29,Rest,202.0,277,-3.4323934180614484,False,0.1462165689052467,,True,False,True,False,False
VPS29,Stim48hr,117.0,300,-2.274709191438568,False,0.2699492438567303,,True,False,False,False,True
VPS29,Stim8hr,171.0,460,-2.7155292853747484,False,0.6245876547123651,,True,False,False,False,True
VPS35,Stim48hr,140.0,215,-7.985852999360803,True,0.3942826529034557,,True,False,False,False,True
VPS35,Stim8hr,204.0,266,-10.695483472404897,True,0.5404135475567189,,True,False,False,False,False
VPS37A,Stim48hr,51.0,61,0.0,False,0.5077581695029143,,True,False,False,False,True
VPS41,Rest,131.0,273,-7.267511642194917,False,0.0342200072250264,,True,False,True,False,True
VPS41,Stim48hr,120.0,304,-6.389905094137627,False,0.1686273641058916,0.0818198099303218,True,True,True,True,True
VPS41,Stim8hr,104.0,73,-6.144185248592176,False,0.2191106571474147,,True,False,False,False,True
VPS45,Stim48hr,93.0,110,-6.852930370470868,False,0.1338234955990024,,True,False,True,False,True
VPS45,Stim8hr,127.0,79,-7.919370801514887,False,0.3753906094486112,,True,False,False,False,True
VPS4A,Stim48hr,322.0,50,-19.24854601557046,False,0.2151606129270297,0.7478345372655733,True,True,False,False,False
VPS8,Stim48hr,456.0,537,-11.39462947246907,False,0.5598106534445163,0.8986241735780071,True,True,False,False,False
VWF,Stim48hr,2590.0,51,0.0,False,-0.0007125838313163,-0.6924392657483386,True,True,True,True,False
WAC,Rest,393.0,1165,-6.882631419443582,False,0.6016524568909466,0.849680386870988,True,True,False,False,False
WAC,Stim48hr,389.0,1669,-6.854023720272841,False,0.6513937705631246,0.7990238985197278,True,True,False,False,False
WAC,Stim8hr,412.0,2476,-7.912762706010021,False,0.6827108877017606,0.8085899598911285,True,True,False,False,False
WAPL,Rest,47.0,487,-3.689658494715783,False,,,False,False,False,False,True
WAPL,Stim48hr,79.0,106,-5.459112763714325,False,0.2231777373372323,,True,False,False,False,True
WAPL,Stim8hr,68.0,876,-5.274157744120465,False,0.3735810994701401,,True,False,False,False,True
WARS1,Stim8hr,456.0,160,-22.084561916633085,True,,,False,False,False,False,False
WARS2,Rest,600.0,59,-8.243719248381597,False,0.3375852185638246,0.3276283392576146,True,True,False,False,False
WARS2,Stim48hr,394.0,939,-7.33925835375094,False,0.5237466643968528,0.7437812414763278,True,True,False,False,False
WARS2,Stim8hr,582.0,68,-12.685558606627392,False,0.282714106457002,0.1274721714585342,True,True,False,True,False
WAS,Stim8hr,522.0,495,-19.75045266723372,False,0.1433689025408958,0.6601452131238195,True,True,True,False,False
WASF2,Rest,1070.0,723,-26.3161302529902,False,0.6908539940635938,0.9083896899545748,True,True,False,False,False
WASF2,Stim48hr,1014.0,169,-20.67340736677957,False,0.4642657315299401,,True,False,False,False,False
WASHC4,Rest,469.0,64,-20.207343222808625,False,0.7056982664419085,,True,False,False,False,False
WASL,Stim8hr,1176.0,50,-11.205432820397416,False,0.748207042384622,0.9473735447975558,True,True,False,False,False
WBP4,Rest,218.0,142,-7.6886571418458995,False,0.1513210250133464,0.4717658903508734,True,True,True,False,False
