,variable,baseMean,log_fc,lfcSE,stat,p_value,adj_p_value,contrast,zscore
19,C1orf21,11.912766459398814,4.860533059314515,0.8257584632050469,5.886143800996176,3.953103953037425e-09,2.2301435951060632e-06,cytotoxic_vs_rest,5.886143800996176
20,GZMB,800.2967692462406,3.6709361838393706,0.6267875845144473,5.856746806309397,4.720219107823706e-09,2.536106294932137e-06,cytotoxic_vs_rest,5.856746806309397
21,AC069363.1,16.48897937943141,3.5859935694926226,0.6184063087140627,5.798766149312856,6.6804612996929786e-09,3.4261656747470853e-06,cytotoxic_vs_rest,5.798766149312856
22,DKK3,12.020941712211547,4.100233249964453,0.7198024530353069,5.696331309617437,1.2241289204068157e-08,6.005150699543523e-06,cytotoxic_vs_rest,5.696331309617436
23,FANK1,27.829765298708843,-4.2174252371948056,0.7440497794792323,-5.668203060481548,1.4430288754125492e-08,6.7840395005332465e-06,cytotoxic_vs_rest,-5.668203060481548
24,ZNF683,4.339220817607897,4.1653595542721265,0.7599054939364019,5.481417870392097,4.219305854819957e-08,1.904257118397343e-05,cytotoxic_vs_rest,5.481417870392097
25,SELL,225.51086744549943,-1.689642857739182,0.3091396136793723,-5.465630359141273,4.612646572731239e-08,2.001711203081791e-05,cytotoxic_vs_rest,-5.465630359141272
26,CUL9,17.830821130454684,-3.2715676542793637,0.6023689452330317,-5.431169186541861,5.5986023651702425e-08,2.3395937217116983e-05,cytotoxic_vs_rest,-5.431169186541861
27,FOXP3,34.67047061820018,-2.9223393615340845,0.5439235037863723,-5.372702854704809,7.756509160357697e-08,3.125596173439853e-05,cytotoxic_vs_rest,-5.372702854704809
28,KLRD1,31.915559672780415,5.435042082562355,1.021028822619738,5.3231034836188265,1.0201167266819519e-07,3.968957595569815e-05,cytotoxic_vs_rest,5.323103483618826
29,FCRL6,4.611660125061626,4.39633309706332,0.8277058094190162,5.311468213747585,1.0874554012158298e-07,4.089919763972736e-05,cytotoxic_vs_rest,5.311468213747585
30,LTB,1040.9737644864958,-1.6889509170639232,0.3223722575093746,-5.239132331400472,1.6133332462523868e-07,5.872012586279251e-05,cytotoxic_vs_rest,-5.239132331400472
31,PLEK,15.678391242322297,3.1528845136820873,0.6047355637069163,5.2136581721033455,1.8515251389495243e-07,6.528361919614838e-05,cytotoxic_vs_rest,5.2136581721033455
32,GYG1,70.34886577136305,1.0867138730038588,0.211412434810191,5.140255226612027,2.743655296069629e-07,9.380806880470796e-05,cytotoxic_vs_rest,5.140255226612028
33,LRRC28,13.67337854765089,1.5271088472664165,0.29912636405850523,5.105229865220887,3.303926514971828e-07,0.00010964177314243275,cytotoxic_vs_rest,5.1052298652208865
34,PRSS23,6.435190133842993,4.453595416318692,0.8797758887976468,5.062193080109568,4.1446095854550764e-07,0.00013361037129339893,cytotoxic_vs_rest,5.062193080109568
35,GZMA,935.6784978627333,2.692907374089554,0.5327799578643416,5.0544457131685725,4.3164250916910474e-07,0.00013528395641541693,cytotoxic_vs_rest,5.054445713168572
36,KLRG1,33.04498158251123,2.640499422026738,0.5361861805176205,4.924594325571143,8.453554433762616e-07,0.0002577877153409286,cytotoxic_vs_rest,4.924594325571142
37,GNLY,1032.245637377022,3.5248742092792966,0.7220696315526246,4.881626446053358,1.0521442383507077e-06,0.00030587846022404994,cytotoxic_vs_rest,4.8816264460533585
38,RP11-222K16.2,9.204291178067129,3.5671842119375903,0.7308805002703884,4.8806668266808515,1.057277315318439e-06,0.00030587846022404994,cytotoxic_vs_rest,4.880666826680852
39,RTKN2,69.08053744948532,-2.856679458650992,0.5912394392670502,-4.831679466769622,1.3538609985691266e-06,0.00038189034117138635,cytotoxic_vs_rest,-4.831679466769622
40,HTATIP2,88.73878401960273,-1.868494625546673,0.39101848044265625,-4.778532777866216,1.7657898038900602e-06,0.0004859367404217451,cytotoxic_vs_rest,-4.778532777866216
41,PDLIM1,5.509971464448176,3.7613972585085254,0.7888065034333172,4.768466337608613,1.856336828098598e-06,0.0004986916293199163,cytotoxic_vs_rest,4.768466337608612
42,TNFRSF4,415.6659163546873,-2.2214984708482772,0.46643614386744936,-4.7627065356229705,1.9101353111258314e-06,0.0005012106212891339,cytotoxic_vs_rest,-4.7627065356229705
43,APOBEC3G,174.18716372523963,1.6091577868144522,0.3425724846043909,4.697276807484226,2.63653035014699e-06,0.0006632155941138819,cytotoxic_vs_rest,4.697276807484226
44,SH3YL1,21.268882121189254,-2.0130632766915877,0.4286201741012105,-4.696613454821287,2.6451034064632357e-06,0.0006632155941138819,cytotoxic_vs_rest,-4.696613454821287
45,ZEB2,53.180611604104605,1.9204199873590053,0.4118610463397623,4.662786161560826,3.119568586670849e-06,0.0007503070191125187,cytotoxic_vs_rest,4.662786161560825
46,CCR6,109.82304926906309,-2.397255324756527,0.5141677989505159,-4.6623987920862415,3.1254480101292543e-06,0.0007503070191125187,cytotoxic_vs_rest,-4.6623987920862415
47,HOPX,93.37657575576368,2.302021616288734,0.4954347358589473,4.646467939511069,3.3766658296128066e-06,0.0007937275115733603,cytotoxic_vs_rest,4.64646793951107
48,CCL3,194.62034382798223,4.730411142660904,1.019024332938482,4.642098318712549,3.448886688571012e-06,0.0007941589491254435,cytotoxic_vs_rest,4.642098318712549
49,ITGAL,28.392371395848766,1.3215089802599502,0.2851214923325704,4.634897809522267,3.5711385217895722e-06,0.0008058631188270349,cytotoxic_vs_rest,4.634897809522267
50,EIF4EBP1,37.03149740095859,1.254713589745193,0.2745071188689536,4.570787070714104,4.8589580078260445e-06,0.0010749730039666915,cytotoxic_vs_rest,4.570787070714105
51,VCAM1,3.9550993209691567,6.75872372238592,1.4883406865957305,4.541113323888964,5.595794142191173e-06,0.001214179717429673,cytotoxic_vs_rest,4.541113323888964
52,SGTB,29.126074040765552,-1.348460903601451,0.29766952675509245,-4.530060293040668,5.896685618627338e-06,0.0012344810725827692,cytotoxic_vs_rest,-4.530060293040668
53,KLRF1,5.354505884843328,3.910068463812294,0.8632166757323518,4.529648897821624,5.908178491488924e-06,0.0012344810725827692,cytotoxic_vs_rest,4.529648897821624
54,CD81,20.840563480217394,1.4007101070826642,0.31209360690870275,4.488108939355545,7.185818311475981e-06,0.001474137963788791,cytotoxic_vs_rest,4.488108939355545
55,SAMD3,40.300176262685554,2.0673193097525537,0.46375908983109076,4.45774402072746,8.282672547681713e-06,0.0016688106134909425,cytotoxic_vs_rest,4.45774402072746
56,LEF1,44.37369820397521,-1.8835355049072608,0.4241880442091625,-4.440331429941269,8.982043877549351e-06,0.0017779719486033215,cytotoxic_vs_rest,-4.440331429941269
57,CXXC11,2.841007330800103,2.976319626338508,0.6729756868073904,4.422625786762409,9.750854538705683e-06,0.001896877444141659,cytotoxic_vs_rest,4.42262578676241
58,MARCH3,10.756970309325338,-1.9723121816326756,0.448211145764687,-4.400408602663685,1.0804723007496506e-05,0.0020662659270098823,cytotoxic_vs_rest,-4.400408602663685
59,LAYN,56.217242870165805,-2.2065882441481928,0.5043110491292937,-4.375450920533915,1.2118170692290382e-05,0.0022788219986852065,cytotoxic_vs_rest,-4.375450920533916
60,MATK,11.920591547810526,2.3703636785751487,0.5429580490910916,4.365647921682205,1.2674649399606351e-05,0.002344394576651778,cytotoxic_vs_rest,4.365647921682205
61,IL1R1,8.274584833350644,-3.501886067855342,0.8199221325131817,-4.270998341173627,1.9459985599395742e-05,0.0035414035083545506,cytotoxic_vs_rest,-4.270998341173628
62,TPRG1,12.93524516955893,2.1580050018160426,0.5064346898094124,4.261171371629714,2.0335821731023637e-05,0.00359158414990194,cytotoxic_vs_rest,4.261171371629714
63,SPINT2,15.32287859100059,-2.7903057357156884,0.6548829484123877,-4.2607701765332875,2.03723642288154e-05,0.00359158414990194,cytotoxic_vs_rest,-4.260770176533287
64,SESN3,38.3301720626266,-2.167082349325848,0.5171683946217722,-4.190283806710056,2.786057594388664e-05,0.00483616735961343,cytotoxic_vs_rest,-4.190283806710056
65,ELOVL4,11.3778161799131,2.6906404256372034,0.6444029711350499,4.175400403412039,2.9746237765385667e-05,0.005085254556164341,cytotoxic_vs_rest,4.175400403412039
66,RAB27A,124.39574299199134,1.0125811438024703,0.24293642142470764,4.168091132091924,3.071611347692447e-05,0.005172685199405056,cytotoxic_vs_rest,4.168091132091924
67,CCL4L1,5.603355198732887,6.930416743297712,1.6677815039841402,4.155470441866477,3.246189117162743e-05,0.005386287030727534,cytotoxic_vs_rest,4.155470441866477
68,AQP3,55.371579829347,-0.9327130800437172,0.22525370001026748,-4.140722571932014,3.462134890167365e-05,0.005661343183443243,cytotoxic_vs_rest,-4.140722571932015
69,UGP2,283.2253905178226,-1.3233962768922096,0.32017798974892436,-4.133314341594762,3.5756915248849224e-05,0.005763503925039512,cytotoxic_vs_rest,-4.133314341594762
70,XCL2,18.09667063012565,3.170216171882438,0.7683715050812279,4.125889821418222,3.693040521067034e-05,0.005868813549183006,cytotoxic_vs_rest,4.125889821418222
71,CCR8,10.774436825527113,-3.907195095405593,0.9492315454899398,-4.116166507497303,3.852260538781652e-05,0.006036813285982414,cytotoxic_vs_rest,-4.1161665074973035
72,OASL,109.51441532372444,1.7713388771174081,0.43143091334544564,4.105730077109939,4.0303989689055653e-05,0.0062294508994741775,cytotoxic_vs_rest,4.105730077109939
73,S1PR5,6.86700118967947,5.504112739575594,1.3595390768598214,4.0485138185867005,5.1543891406345315e-05,0.007859050361321543,cytotoxic_vs_rest,4.0485138185867005
74,TRIB2,35.00915174482361,-1.2024974008923723,0.2975856265448014,-4.040845032921429,5.3258944459215246e-05,0.008012275604444341,cytotoxic_vs_rest,-4.040845032921429
75,TUBA4A,273.0965571375771,1.4157240619442215,0.350940325292164,4.0340877349036655,5.481483604008056e-05,0.008137839408424066,cytotoxic_vs_rest,4.0340877349036655
76,CHST12,73.88695062522002,1.2701453124295958,0.3182601539452402,3.9909027149158507,6.582227837307297e-05,0.009645100868615355,cytotoxic_vs_rest,3.990902714915851
77,HLF,14.279498169039446,-3.0844228178286976,0.7785473894768956,-3.9617663093072797,7.43973394940153e-05,0.010761861301422752,cytotoxic_vs_rest,-3.9617663093072792
78,ARHGAP5,17.69410192752743,-1.6741132668506689,0.4230215788344938,-3.9575126911094567,7.573426485124965e-05,0.010816578611603163,cytotoxic_vs_rest,-3.9575126911094567
79,IGJ,50.135256859790005,-7.389266812712577,1.8694818611258803,-3.9525747568700407,7.731476357737743e-05,0.010866777205840191,cytotoxic_vs_rest,-3.9525747568700407
80,LGMN,11.234091515640651,-2.3785508675105516,0.6020997220723431,-3.9504267820020114,7.80119607970447e-05,0.010866777205840191,cytotoxic_vs_rest,-3.9504267820020114
81,CD200R1,11.04037194369346,2.1858197662499825,0.5549985220882382,3.938424480889812,8.201840020375512e-05,0.011285531823158158,cytotoxic_vs_rest,3.9384244808898123
82,PRR5L,10.0805418657432,2.5782019155496325,0.657034521468967,3.923997645946227,8.709158645159296e-05,0.0118392092763051,cytotoxic_vs_rest,3.923997645946227
83,AC093495.4,2.6513509063815692,2.642124687219288,0.6764604972585688,3.9058078009385495,9.391113468603757e-05,0.012614277769792404,cytotoxic_vs_rest,3.905807800938549
84,ANKRD13D,21.246692303109967,1.2403139520497033,0.31854033830923545,3.8937421823342833,9.870955895270703e-05,0.013102822984275217,cytotoxic_vs_rest,3.8937421823342833
85,MCTP2,3.859768725523751,3.0942850000877695,0.8017993026605001,3.8591764670041866,0.00011376976558982277,0.01492632866453454,cytotoxic_vs_rest,3.8591764670041866
86,FASLG,17.356589603774008,2.455630103915749,0.6378581587525762,3.8498059015472794,0.00011821146441260874,0.01533080405709729,cytotoxic_vs_rest,3.849805901547279
87,TMEM155,6.391689430967593,4.477887983158231,1.168501909279485,3.8321614604116143,0.00012702232648936594,0.016286283065676317,cytotoxic_vs_rest,3.8321614604116143
88,ANKRD32,58.78327496156205,1.8295213984306387,0.4803809705321309,3.8084801660732492,0.00013982355924612377,0.017726170999708028,cytotoxic_vs_rest,3.8084801660732492
89,LYAR,137.84405045427383,1.7439784600765476,0.459333969496807,3.7967548143392227,0.00014660265995043197,0.018379086802452486,cytotoxic_vs_rest,3.7967548143392227
90,CST7,589.7641519217447,1.369778121540626,0.3625410719926578,3.778270180566926,0.0001579214958236559,0.019580530081080325,cytotoxic_vs_rest,3.778270180566926
91,TNFSF9,6.986653789299284,2.9969620941005117,0.7940177514633715,3.7744270686355845,0.00016037581660845147,0.019668699334708238,cytotoxic_vs_rest,3.774427068635585
92,HAPLN3,33.333476601706586,-1.1844038214167334,0.3145081578412288,-3.765892209430855,0.00016595538286048807,0.020013671174905972,cytotoxic_vs_rest,-3.7658922094308553
93,TMEM171,2.638387518594167,5.209932292010523,1.3845290086357536,3.7629636212130597,0.00016791163474421736,0.020013671174905972,cytotoxic_vs_rest,3.7629636212130597
94,ZC2HC1A,19.36688586321555,-1.9520307018352832,0.5189203877950367,-3.7617151835751286,0.00016875214911460495,0.020013671174905972,cytotoxic_vs_rest,-3.761715183575128
95,THADA,60.00416929020893,-1.8126062787520345,0.4821460096055834,-3.7594551082872716,0.00017028382813001624,0.020013671174905972,cytotoxic_vs_rest,-3.7594551082872716
96,SAT1,1597.899495238937,-1.0070674338521728,0.2685480620805405,-3.7500454333948694,0.00017680253389307715,0.020565597834181333,cytotoxic_vs_rest,-3.7500454333948694
97,NDUFV2,321.1741150203898,-0.7920952338659837,0.21377845014181304,-3.7052155319702984,0.0002112110555811579,0.024317289184920453,cytotoxic_vs_rest,-3.7052155319702984
98,APMAP,80.15044112209968,0.7655993698487855,0.2068478485828503,3.701268227317986,0.00021452455530890786,0.024449298561115225,cytotoxic_vs_rest,3.701268227317986
99,UXS1,40.58534593061768,-1.0387300485305822,0.2815783999647181,-3.6889550074179525,0.0002251770318491869,0.025406724503543757,cytotoxic_vs_rest,-3.6889550074179533
100,IFITM10,2.9891021598068996,3.6416211399450455,0.9895295855030335,3.6801538764440327,0.00023309325351706647,0.026039516628050107,cytotoxic_vs_rest,3.6801538764440327
101,LRRC32,7.586613217425497,-5.040271520402163,1.372055659842325,-3.6735182601713,0.00023923357256647353,0.026463454894779616,cytotoxic_vs_rest,-3.6735182601713
102,KIF21A,19.269850497637957,1.1150680974920704,0.30484981460933586,3.657762098104035,0.0002544270335805215,0.02783599553677063,cytotoxic_vs_rest,3.6577620981040346
103,EPHX2,14.765279377450506,-2.0711214466147707,0.566560440726994,-3.6556054707193595,0.0002565756922648361,0.02783599553677063,cytotoxic_vs_rest,-3.65560547071936
104,PTGDR,4.620371400491153,2.6614703888269187,0.7289863208691016,3.6509195202097877,0.00026130311685701414,0.0280192498151944,cytotoxic_vs_rest,3.6509195202097873
105,IFNAR2,38.83781722932806,-0.962299518994619,0.2637137222591452,-3.649030891342811,0.00026323145266423883,0.0280192498151944,cytotoxic_vs_rest,-3.6490308913428104
106,PPP1R14B,31.658453401622257,2.3667891152462937,0.6494274486094461,3.644424208299267,0.00026799109237569534,0.02822414641981496,cytotoxic_vs_rest,3.644424208299267
107,SESN1,23.424756647868207,-1.687408019010943,0.463274410136482,-3.6423510172164004,0.0002701593382380586,0.02822414641981496,cytotoxic_vs_rest,-3.6423510172164004
108,FGFR1OP,11.108323718607975,-1.4402811902127797,0.39673221216472715,-3.63036110013361,0.0002830249822124898,0.02929698049819745,cytotoxic_vs_rest,-3.63036110013361
109,MAP3K8,91.58478718852787,1.0673042199959353,0.2944611819608481,3.624600746654088,0.00028940818931942483,0.029601866127980807,cytotoxic_vs_rest,3.624600746654088
110,RP11-81H14.2,5.717839224776038,1.7983746493801422,0.49684763461499265,3.6195697112932885,0.000295093306874314,0.029601866127980807,cytotoxic_vs_rest,3.6195697112932885
111,TRAT1,374.0335286199147,1.0703539641421242,0.29572708417359583,3.6193978212486346,0.00029528937997869105,0.029601866127980807,cytotoxic_vs_rest,3.619397821248634
112,KLRC1,2.6954319060497807,5.896728436518897,1.6296644310617174,3.6183697233161127,0.0002964646700754969,0.029601866127980807,cytotoxic_vs_rest,3.6183697233161127
113,NELFCD,52.04235096837787,0.7679992999312512,0.21266658896985052,3.6112832939645703,0.00030468561722443027,0.02992126155169533,cytotoxic_vs_rest,3.6112832939645703
114,ZC3H12D,18.42764535173242,-1.723083834613066,0.4771705792030373,-3.611043743499302,0.0003049672142555139,0.02992126155169533,cytotoxic_vs_rest,-3.6110437434993017
115,RP11-1399P15.1,74.44875114017404,-1.7613387880684799,0.48828134521980004,-3.6072211345195107,0.0003094938813843611,0.030103616066032297,cytotoxic_vs_rest,-3.6072211345195107
116,PLA2G16,65.004472536385,1.0729915851994507,0.2981151460332485,3.5992521664088173,0.0003191336149249337,0.03077593655724809,cytotoxic_vs_rest,3.5992521664088173
117,CMTM8,24.03331851766978,-2.8015566626195465,0.778976811321576,-3.596457072793419,0.00032258078795164587,0.0308447375462578,cytotoxic_vs_rest,-3.5964570727934184
118,UBE2E3,77.39488369771064,0.7365726474335962,0.20555549681335242,3.583327416937994,0.00033924493655041816,0.03204825262853968,cytotoxic_vs_rest,3.583327416937994
119,TIMD4,13.1809786512401,3.676341882892462,1.0263102006391152,3.5820962128244362,0.0003408482066316371,0.03204825262853968,cytotoxic_vs_rest,3.5820962128244367
120,RHBDD2,194.62273751988218,-0.8036608765528279,0.22511847463508208,-3.569946348719559,0.00035705434876780136,0.033118257965076836,cytotoxic_vs_rest,-3.569946348719559
121,MYO1F,49.16473514546528,0.9696002911637102,0.2718022394538462,3.567300597346089,0.00036067765053686857,0.033118257965076836,cytotoxic_vs_rest,3.567300597346089
122,PELI1,93.21547589876106,-1.1650081569558766,0.3266034505075712,-3.567041790726181,0.00036103392091681744,0.033118257965076836,cytotoxic_vs_rest,-3.567041790726181
123,MRPL10,65.14555186675537,0.9612594593384314,0.27052957800180905,3.553250873484907,0.00038050140696190276,0.03462255947379959,cytotoxic_vs_rest,3.5532508734849073
124,SYNM,5.495713797756907,1.959700720686815,0.5535466904143012,3.540262735958334,0.0003997288741882505,0.036081127099728244,cytotoxic_vs_rest,3.5402627359583345
125,ADCK3,12.723809310674962,-1.557711902317835,0.4416445252803092,-3.5270716903581323,0.00042018297629500107,0.0376263850915595,cytotoxic_vs_rest,-3.5270716903581323
126,CLIC5,6.649244849567878,1.778598751156177,0.5045884564737164,3.5248502583388417,0.0004237222372032098,0.03764455119971508,cytotoxic_vs_rest,3.524850258338842
127,CPNE2,18.829527207833667,-2.36926613479246,0.6731085280141328,-3.5198872636222407,0.0004317302618623362,0.03805634800463078,cytotoxic_vs_rest,-3.5198872636222402
128,PBDC1,79.20085832512123,0.669684861846323,0.190650870400499,3.5126242038104554,0.0004437045645823982,0.03880867133475348,cytotoxic_vs_rest,3.512624203810455
129,ADI1,102.08051581045454,-0.6597682233827493,0.18845548313161015,-3.5009234670131213,0.0004636489728887555,0.04024116431618329,cytotoxic_vs_rest,-3.500923467013121
130,IL10,56.31318255773677,2.778935143391575,0.7950883987417391,3.4951272686022805,0.0004738357566895782,0.040811365211668026,cytotoxic_vs_rest,3.49512726860228
131,PTPLA,15.60789617120922,-2.234319865785823,0.6418169627157724,-3.4812415308120923,0.0004990952155481766,0.042661297856288465,cytotoxic_vs_rest,-3.4812415308120928
132,IGLL5,32.33361470965157,-6.33283394509521,1.8205867366963207,-3.4784576957793942,0.0005043080321969724,0.04278276336299579,cytotoxic_vs_rest,-3.4784576957793942
133,ITM2C,74.97220534921954,1.553739506170417,0.44801592374197374,3.468045272125782,0.0005242589599075204,0.04414338690027278,cytotoxic_vs_rest,3.468045272125782
134,CLIP1,47.845621712491436,-0.7069965089977761,0.20432260952383038,-3.4601971394424575,0.0005397800526544213,0.04510256066516927,cytotoxic_vs_rest,-3.4601971394424575
135,ITGB2,222.55207417166278,0.6610362373687514,0.1913298199653331,3.4549566684823305,0.0005503812697024608,0.04510256066516927,cytotoxic_vs_rest,3.454956668482331
136,PATL2,32.00718510957358,1.4654584365127834,0.4242130233883047,3.4545342922472506,0.0005512441080075069,0.04510256066516927,cytotoxic_vs_rest,3.45453429224725
137,ITGA1,25.466266043842563,2.3021259256283373,0.6665868153789445,3.4536025503588954,0.0005531519457823165,0.04510256066516927,cytotoxic_vs_rest,3.4536025503588963
138,BATF,391.40935497547605,-1.1839943560788804,0.3429495249438691,-3.4523866340758627,0.0005556509109350488,0.04510256066516927,cytotoxic_vs_rest,-3.4523866340758627
139,ACOT9,44.52126385194581,-0.902000177222096,0.26141456731486346,-3.4504587349016123,0.0005596347153349018,0.04510256066516927,cytotoxic_vs_rest,-3.450458734901612
140,IKZF2,12.367770109526344,-1.8700242242768095,0.5453735115150012,-3.428887147602826,0.0006060614742996681,0.04832500084883949,cytotoxic_vs_rest,-3.428887147602826
141,ISOC1,66.4409552630329,-0.8198293174068896,0.23916108639415684,-3.427937754287269,0.0006081848905907302,0.04832500084883949,cytotoxic_vs_rest,-3.427937754287269
142,STX7,8.344188623306442,-1.7508344610506923,0.5118737070008799,-3.4204422635985923,0.0006251940505888474,0.049329122187370386,cytotoxic_vs_rest,-3.4204422635985927
143,GPR82,15.904397377432518,-1.25026318113741,0.3661230601359303,-3.4148714387813364,0.0006381212256017021,0.04974830391982775,cytotoxic_vs_rest,-3.4148714387813364
144,CCR4,17.453444088650027,-1.4206907147022574,0.41609306901291243,-3.414358037908509,0.0006393250082757266,0.04974830391982775,cytotoxic_vs_rest,-3.414358037908509
145,TRAF3IP2,5.756781692028961,-2.1021430635466145,0.6164216693068596,-3.410235506338358,0.0006490680588227835,0.050160513066421004,cytotoxic_vs_rest,-3.4102355063383585
146,KLRC2,1.8463231612761366,5.832299751392716,1.7246992589672845,3.381632896905737,0.0007205636876875735,0.055306939375366605,cytotoxic_vs_rest,3.381632896905737
147,SNN,7.105019992100851,-2.084300659511605,0.6172951470466048,-3.376505824618517,0.0007341281764404967,0.05596735280255489,cytotoxic_vs_rest,-3.376505824618517
148,ACTG2,6.623684288013211,-3.557410407962274,1.0552894386126461,-3.371028153791706,0.0007488820407646707,0.056708966885555566,cytotoxic_vs_rest,-3.371028153791706
149,PDE4A,6.892609080889517,-1.87734650419007,0.5577583757685722,-3.365877745185179,0.0007630051693424392,0.05739324883793828,cytotoxic_vs_rest,-3.3658777451851796
150,ATP9A,3.573379323436675,3.2831880810786465,0.9789935282169928,3.353636144110374,0.0007975716648556604,0.05959603373885043,cytotoxic_vs_rest,3.353636144110374
151,AKIP1,23.07068302368304,-1.2833781678780969,0.3836985833683412,-3.3447560754898213,0.0008235496509164531,0.06113230731112067,cytotoxic_vs_rest,-3.3447560754898213
152,CPM,15.981340047165281,-2.0758974335836076,0.6221115143495721,-3.3368574374547504,0.0008473139826940618,0.062485252723771895,cytotoxic_vs_rest,-3.336857437454751
153,IZUMO4,7.865654234357339,-1.8120954768138575,0.544189783249262,-3.3298961733426014,0.0008687837325776523,0.0636525120433354,cytotoxic_vs_rest,-3.329896173342602
154,GLRX,189.8133181728692,-1.0151920117380984,0.30548286298073896,-3.32323719187517,0.0008897922115582546,0.06477113240652765,cytotoxic_vs_rest,-3.32323719187517
155,CCL4L2,9.008488048148564,6.586192369712189,1.9840564482460914,3.31955896493489,0.0009015976204861957,0.06512584198558394,cytotoxic_vs_rest,3.31955896493489
156,GLB1L2,1.6681725954002822,2.8979541232972332,0.8735498646519567,3.3174455638566758,0.0009084461618190246,0.06512584198558394,cytotoxic_vs_rest,3.3174455638566758
157,EBI3,9.641543839441955,-2.4444696894234204,0.7378728673311871,-3.3128602468672206,0.0009234711174106079,0.06512584198558394,cytotoxic_vs_rest,-3.3128602468672206
158,PLCL1,3.9113060897832748,-3.1370521071222006,0.9469759849139691,-3.3127050285305764,0.0009239837361051395,0.06512584198558394,cytotoxic_vs_rest,-3.3127050285305764
159,CLIC3,35.011535510907976,1.7530559314153302,0.5293228572711077,3.311884055891909,0.0009266994398941349,0.06512584198558394,cytotoxic_vs_rest,3.311884055891909
160,ADAT2,16.344520998117055,-1.584950167074185,0.47867771343958465,-3.3111008149624794,0.0009292972223414885,0.06512584198558394,cytotoxic_vs_rest,-3.3111008149624794
161,GTPBP8,46.30216180778234,1.1601383106712897,0.3507549024343031,3.307546958345323,0.0009411693121933669,0.06555069968813432,cytotoxic_vs_rest,3.307546958345323
162,TBC1D4,72.24765483610683,-1.7489278845739964,0.5297657634418601,-3.3013229718947947,0.0009623004003263294,0.06661126022626979,cytotoxic_vs_rest,-3.3013229718947947
163,TMEM123,143.72011747730926,-0.9564420992702158,0.29003340399196714,-3.2976963553367313,0.0009748148940465083,0.0670660759117485,cytotoxic_vs_rest,-3.2976963553367313
164,SAMHD1,85.88825736875208,-1.0417189680047232,0.3161654559351508,-3.2948538445591344,0.000984728817897369,0.06733754698385462,cytotoxic_vs_rest,-3.2948538445591344
165,GGA2,52.48190334710294,1.9480520213453463,0.5919862046391857,3.290705097651186,0.0009993662047816396,0.0679268005334412,cytotoxic_vs_rest,3.2907050976511854
166,LSR,29.140420516530984,-1.252999970747866,0.3833621044949429,-3.2684502616621955,0.0010813818225821217,0.07306126409697054,cytotoxic_vs_rest,-3.2684502616621955
167,FXYD7,8.36602625110042,-1.8905212205402855,0.5793661194938138,-3.263085563567325,0.0011020624127720507,0.07401529882920863,cytotoxic_vs_rest,-3.263085563567325
168,ATP13A3,9.976837664663424,-1.6283222146525238,0.5010436142085704,-3.249861226601122,0.0011546133675850616,0.0767313682686477,cytotoxic_vs_rest,-3.249861226601122
169,RP11-61A14.1,2.514378431145103,2.719631051578284,0.8370844388848454,3.2489327542647266,0.001158388589538016,0.0767313682686477,cytotoxic_vs_rest,3.2489327542647266
170,B4GALT4,15.463043037706973,1.1943397033770944,0.3677351811070157,3.247825513408047,0.0011629056079002708,0.0767313682686477,cytotoxic_vs_rest,3.247825513408047
171,MTMR6,34.22115161222012,-1.0854118305124756,0.3346033363378351,-3.243876293620038,0.0011791494536903752,0.07684490133973343,cytotoxic_vs_rest,-3.243876293620038
172,ADK,35.86124809422996,-0.7253277844280769,0.22365381525224487,-3.243082545272147,0.0011824394814222944,0.07684490133973343,cytotoxic_vs_rest,-3.2430825452721472
173,FHIT,9.304034297197784,-2.051156747338976,0.6327148980869122,-3.2418341239330535,0.0011876312600575167,0.07684490133973343,cytotoxic_vs_rest,-3.241834123933053
174,RNASE6,6.774006999400389,1.9783769640051,0.6104993783407413,3.240588007447401,0.0011928344498483956,0.07684490133973343,cytotoxic_vs_rest,3.2405880074474016
175,RAB30,15.310971967347712,-1.2475889041495416,0.3851541039705995,-3.2391941077298645,0.0011986796628372846,0.07684490133973343,cytotoxic_vs_rest,-3.2391941077298645
176,COLGALT2,1.746696363136754,2.4096699787948372,0.7445410109557293,3.2364503007049494,0.0012102629925330776,0.07686612789043634,cytotoxic_vs_rest,3.2364503007049494
177,CD79A,11.226266981767335,-2.040163920013034,0.6304797612080254,-3.235891214182665,0.001212635891562321,0.07686612789043634,cytotoxic_vs_rest,-3.235891214182665
178,THEMIS2,23.389919902990325,1.3979914842092476,0.43256735017166253,3.231846979792766,0.001229928998219767,0.0775267535581767,cytotoxic_vs_rest,3.2318469797927665
179,CLN5,32.48013803519135,-0.9948685432962259,0.30814091442392605,-3.228615535058521,0.00124391001361729,0.07797242602024379,cytotoxic_vs_rest,-3.2286155350585206
180,CCL3L1,6.264829107082777,5.361700435376069,1.672039513858098,3.2066828510555787,0.0013427493993091448,0.08370299156024906,cytotoxic_vs_rest,3.2066828510555787
181,TC2N,80.47666678381054,0.8687050276150595,0.2713390231341274,3.2015484451185783,0.0013669108812356821,0.08474096413726484,cytotoxic_vs_rest,3.2015484451185783
182,MGST2,13.873658554929525,-1.4029101448276882,0.43961022358262913,-3.1912591417792564,0.0014165416422701929,0.08733791994390484,cytotoxic_vs_rest,-3.1912591417792564
