gene,breadth_max_de,ctx_specific_de,ctx_specific_eff,max_abs_effect,passes_gate,de_Rest,de_Stim8hr,de_Stim48hr,eff_Rest,eff_Stim8hr,eff_Stim48hr,loeuf,pli,druggability_tractability,n_concept_modules,stimulation_gated
CDIPT,376.0,352.0,7.054194873171982,13.335640574094413,True,24.0,376.0,1.0,-13.335640574094413,-10.862685771002896,-6.281445700922431,,,,0,False
CDK13,890.0,332.0,2.7249032568528193,16.715302548926637,True,558.0,672.0,890.0,-13.990399292073818,-16.715302548926637,-14.615639098431886,,,,0,False
CDK2,347.0,346.0,8.553355691792305,21.88494718232642,True,1.0,58.0,347.0,-13.331591490534116,-12.1990678824926,-21.88494718232642,,,,0,False
CDK5RAP3,240.0,108.0,0.7090606084466913,19.038921271047016,True,132.0,240.0,52.0,-18.474361452722057,-17.765300844275366,-19.038921271047016,,,,0,False
CDKN2AIP,120.0,11.0,0.2487911697231037,8.859799724331738,True,113.0,102.0,120.0,-8.652133904749588,-8.403342735026484,-8.859799724331738,,,,0,False
CEP104,58.0,54.0,1.6692013297219006,11.439674701463144,True,58.0,4.0,7.0,-10.032066337716133,-11.439674701463144,-8.362865007994232,,,,0,False
CEP135,125.0,123.0,1.8109355291637668,9.882177221823335,True,2.0,38.0,125.0,-8.812593934139988,-9.882177221823335,-7.001658404976221,,,,0,False
CEP43,995.0,766.0,2.530753541880106,9.254500001303748,True,995.0,229.0,483.0,-6.7237464594236425,-9.254500001303748,-8.670320913306218,,,,0,False
CEP44,72.0,70.0,2.308249240620757,11.209874000791206,True,72.0,2.0,3.0,-8.90162476017045,-8.164062743635057,-11.209874000791206,,,,0,False
CEP89,176.0,145.0,0.5075426433579802,5.430648872367106,True,31.0,49.0,176.0,-5.430648872367106,-4.923106229009126,-5.075481424030037,,,,0,False
CFAP20,1293.0,838.0,2.5446232584625204,11.183314261037998,True,455.0,863.0,1293.0,-8.638691002575477,-11.183314261037998,-7.863919562635687,,,,0,False
CFAP298,1425.0,,,4.466479985704573,True,487.0,1425.0,,-4.466479985704573,-3.8475659670869335,,,,,0,False
CFAP97,601.0,600.0,7.904413631785813,19.377438361046472,True,601.0,1.0,3.0,-11.47302472926066,-19.377438361046472,-14.634138610011762,,,,0,False
CHD4,1517.0,783.0,3.4169890610068654,7.854961327872931,True,1200.0,1517.0,417.0,-7.612728670009502,-7.854961327872931,-4.195739609002636,,,,0,False
CHD7,2278.0,1024.0,6.021297077622624,15.66791744343354,True,1254.0,2278.0,1030.0,-9.646620365810916,-15.66791744343354,-8.40862908295484,,,,0,False
CHIC2,75.0,43.0,2.248420156673422,27.68164106521361,True,32.0,75.0,59.0,-25.43322090854019,-27.68164106521361,-23.923736845986973,,,,0,False
CHMP1A,570.0,563.0,4.20146663760048,9.509422672606744,True,570.0,87.0,7.0,-5.3079560350062645,-9.509422672606744,-6.830845210452673,,,,0,False
CHMP4A,100.0,59.0,1.702841011591282,25.89934028963503,True,41.0,100.0,20.0,-24.19649927804375,-25.89934028963503,-23.99230270547889,,,,0,False
CHTF18,858.0,722.0,0.174327632149045,4.647590944993896,True,136.0,86.0,858.0,-4.473263312844851,-4.391082618077215,-4.647590944993896,,,,0,False
CIT,74.0,39.0,3.781011339811986,14.01521609532136,True,74.0,54.0,35.0,-10.234204755509374,-7.360271638247233,-14.01521609532136,,,,0,False
CKAP4,441.0,437.0,1.8936850675532595,5.426898036007998,True,441.0,16.0,4.0,-3.5332129684547384,-4.703213013379442,-5.426898036007998,,,,0,False
CLCC1,1732.0,1493.0,3.287969529320563,16.635371928910605,True,239.0,680.0,1732.0,-13.347402399590042,-16.635371928910605,-15.2996381298409,0.8051613354337509,4.419423940838039e-08,,0,False
CLPB,286.0,281.0,4.89703839808195,9.636988070017171,True,5.0,5.0,286.0,-4.739949671935221,-9.636988070017171,-7.223912577901449,,,,0,False
CLUH,103.0,71.0,11.453099952172812,19.751010814280686,True,32.0,27.0,103.0,-8.297910862107873,-19.751010814280686,-8.776140504821912,,,,0,False
CMTM7,92.0,35.0,1.6853120206919616,10.27570904805947,True,82.0,47.0,92.0,-8.590397027367509,-9.255833530146491,-10.27570904805947,,,,0,False
CMTR1,195.0,130.0,0.9713185087779656,9.43609272385052,True,154.0,195.0,24.0,-8.464774215072554,-9.43609272385052,-8.493773833936002,,,,0,False
CNBP,262.0,209.0,9.739197250479052,42.20610871682854,True,53.0,262.0,252.0,-32.46691146634949,-42.20610871682854,-30.495107277533968,,,,0,False
CNOT10,91.0,48.0,1.8674943927907697,6.643319059362727,True,43.0,81.0,91.0,-4.775824666571958,-5.690033641043884,-6.643319059362727,,,,0,False
CNOT4,958.0,815.0,0.1723258880625504,7.281844479646781,True,143.0,505.0,958.0,-7.261444624282904,-7.089118736220353,-7.281844479646781,,,,0,False
CNOT6L,109.0,103.0,2.948590533008458,18.5415934259767,True,6.0,29.0,109.0,-18.5415934259767,-18.18063623248306,-15.593002892968242,,,,0,False
COA3,534.0,422.0,3.580304534970063,12.637151415431909,True,112.0,253.0,534.0,-9.056846880461846,-12.637151415431909,-6.155003125835364,,,,0,False
COA6,106.0,101.0,7.761993188009278,26.254126923967124,True,5.0,10.0,106.0,-18.492133735957847,-26.254126923967124,-18.99179321779476,,,,0,False
COA7,544.0,501.0,5.486855402490776,11.64324220067359,True,43.0,200.0,544.0,-6.156386798182814,-11.64324220067359,-6.152635082568198,,,,0,True
COLGALT1,326.0,321.0,6.046406434455637,15.585719276486296,True,5.0,9.0,326.0,-9.53931284203066,-15.585719276486296,-10.304701294163614,,,,0,False
COMMD10,179.0,80.0,2.1665917836062576,11.76660254748936,True,99.0,143.0,179.0,-9.600010763883102,-11.76660254748936,-10.461720384885078,,,,0,False
COMMD4,111.0,75.0,2.761115810383858,13.772102958199422,True,36.0,8.0,111.0,-13.772102958199422,-11.010987147815564,-11.40467262707947,,,,0,False
COMMD5,222.0,215.0,3.1990869808676505,10.943316218508844,True,7.0,124.0,222.0,-7.744229237641194,-10.943316218508844,-6.5429228968414925,,,,0,False
COMMD7,113.0,111.0,6.263628468986962,22.34769310393001,True,2.0,3.0,113.0,-22.34769310393001,-16.084064634943047,-20.58353185370776,,,,0,False
COMMD8,284.0,227.0,2.805084233715588,10.552501628546132,True,57.0,6.0,284.0,-7.747417394830544,-9.425793922985894,-10.552501628546132,,,,0,False
COP1,213.0,142.0,1.0916415400793475,10.024904880494883,True,71.0,213.0,40.0,-8.933263340415536,-10.024904880494883,-8.904962106379218,,,,0,False
COPRS,461.0,385.0,14.652890413948027,31.516138013575443,True,76.0,182.0,461.0,-16.863247599627414,-31.516138013575443,-18.55226480312633,,,,0,False
COPS9,89.0,79.0,1.428737739220832,14.38617255717458,True,10.0,45.0,89.0,-13.349821380902618,-14.38617255717458,-11.921083641681786,,,,0,False
COQ6,800.0,780.0,0.1880945317034195,6.448241728512018,True,20.0,229.0,800.0,-6.448241728512018,-6.260147196808599,-6.410652324929829,,,,0,True
COX15,247.0,232.0,2.000769938599669,16.366802417765165,True,15.0,98.0,247.0,-14.366032479165495,-16.366802417765165,-16.214395790031986,,,,0,False
COX16,62.0,60.0,5.717261915012152,26.636778702538248,True,2.0,4.0,62.0,-20.919516787526096,-26.636778702538248,-20.7503729671472,,,,0,False
COX17,98.0,97.0,4.267051914647945,17.11875289549958,True,1.0,90.0,98.0,-12.851700980851634,-17.11875289549958,-13.799857463505168,,,,0,False
COX18,398.0,395.0,5.685457874394016,18.681825355007184,True,3.0,5.0,398.0,-12.996367480613168,-17.753804962975867,-18.681825355007184,,,,0,False
COX19,484.0,458.0,1.3192314916700063,6.362562164244811,True,26.0,310.0,484.0,-5.043330672574805,-6.362562164244811,-3.802389850488273,,,,0,False
COX20,111.0,107.0,1.966624327432394,5.847575230329019,True,111.0,4.0,6.0,-3.880950902896625,-3.85317633842361,-5.847575230329019,,,,0,False
COX6B1,131.0,100.0,3.3354268933932776,12.928019821768732,True,31.0,131.0,20.0,-12.8676949724244,-12.928019821768732,-9.532268079031123,,,,0,False
COX6C,1494.0,1227.0,4.19728987394063,17.78242717547921,True,267.0,1494.0,568.0,-16.946609761907812,-17.78242717547921,-12.749319887967182,,,,0,False
COX7C,115.0,112.0,2.047969542781762,8.865787134667748,True,3.0,35.0,115.0,-8.865787134667748,-8.397019673843204,-6.817817591885986,,,,0,False
CPOX,326.0,322.0,2.454885045830233,13.34428567867221,True,326.0,4.0,13.0,-10.889400632841976,-10.579775311433584,-13.34428567867221,,,,0,False
CPSF6,2487.0,768.0,2.5018545733965203,9.642752985111011,True,2158.0,2487.0,1390.0,-8.087159725145787,-9.642752985111011,-5.5853051517492665,0.2992907577699072,0.9999997861097684,,0,False
CREB1,489.0,289.0,1.93929566665269,23.971545856976405,True,200.0,436.0,489.0,-22.032250190323715,-23.971545856976405,-23.27678606148442,,,,0,False
CREBBP,2969.0,1407.0,4.850170631105531,23.397890150711373,True,1562.0,2969.0,1957.0,-22.97737843672975,-23.397890150711373,-18.12720780562422,0.1051924869763193,1.0,,0,False
CRLS1,835.0,724.0,11.912186832578747,23.728083932837528,True,111.0,50.0,835.0,-11.81589710025878,-23.728083932837528,-15.326319780730133,,,,0,False
CROT,283.0,137.0,2.07797990004204,7.024416092772015,True,146.0,283.0,46.0,-7.024416092772015,-4.946436192729975,-5.191934620169401,,,,0,False
CRTAP,161.0,84.0,2.6053000116871647,15.409678232086202,True,77.0,161.0,8.0,-12.804378220399038,-11.055804425404991,-15.409678232086202,,,,0,False
CRTC2,367.0,364.0,1.85670030351391,8.556325688447716,True,367.0,3.0,7.0,-8.556325688447716,-6.699625384933806,-8.433224919748074,,,,0,False
CRY1,197.0,191.0,3.5592671904173923,15.009977011957185,True,197.0,6.0,6.0,-11.450709821539792,-15.009977011957185,-13.506809557406791,,,,0,False
CRYZL1,1212.0,1195.0,2.8613707568714695,10.25271430673641,True,1212.0,736.0,17.0,-7.39134354986494,-7.675741344761684,-10.25271430673641,,,,0,False
CSDE1,1814.0,1124.0,3.432531313362947,29.370138796098185,True,1814.0,1053.0,690.0,-25.93760748273524,-29.370138796098185,-28.70515570717301,,,,0,False
CSK,548.0,499.0,13.818702563325452,43.65002216134179,True,548.0,326.0,49.0,-43.65002216134179,-36.82796421906576,-29.831319598016336,,,,0,False
CSNK2A1,296.0,157.0,2.0176181298356584,8.99585034303565,True,296.0,139.0,293.0,-6.978232213199992,-8.899585656709773,-8.99585034303565,,,,0,False
CSNK2A2,110.0,98.0,5.589148546994446,20.00919642551247,True,110.0,23.0,12.0,-14.420047878518025,-20.00919642551247,-19.51428938850695,,,,0,False
CTDSP2,120.0,118.0,3.6602435025053377,7.938335706553677,True,2.0,3.0,120.0,-7.938335706553677,-4.27809220404834,-6.474701235743842,,,,0,False
CTDSPL2,737.0,328.0,4.090040771347944,15.547839602258016,True,409.0,478.0,737.0,-11.457798830910072,-11.965771850805591,-15.547839602258016,,,,0,False
CTH,154.0,152.0,11.029155434660057,12.923824925449225,True,2.0,0.0,154.0,-1.8946694907891688,-2.453887068101441,-12.923824925449225,,,,0,False
CTNNB1,60.0,53.0,0.8311745587537702,5.135420238196751,True,7.0,24.0,60.0,-5.135420238196751,-4.304245679442981,-4.456457652355952,,,,0,False
CTPS1,892.0,813.0,4.767331025338763,8.056806220548136,True,79.0,892.0,253.0,-3.289475195209374,-8.056806220548136,-2.582261731616737,,,,0,False
CTSF,284.0,284.0,0.7775192221053099,1.5628893374334305,True,284.0,0.0,0.0,-1.5628893374334305,-0.7853701153281206,-0.8354963116173795,,,,0,False
CTSO,98.0,96.0,5.083342567885947,8.520049927824001,True,2.0,3.0,98.0,-8.520049927824001,-3.4367073599380538,-3.480616386890836,,,,0,False
CTU1,454.0,404.0,1.6979007791107814,2.7791837175024443,True,454.0,297.0,50.0,-1.081282938391663,-2.7791837175024443,-2.040588820923149,,,,0,False
CUL3,693.0,108.0,5.372380863019782,15.481459227834431,True,693.0,585.0,670.0,-10.10907836481465,-15.481459227834431,-9.42832467349638,,,,0,False
CUL4A,103.0,96.0,3.1630364333262406,15.477201482376852,True,7.0,13.0,103.0,-15.200966242670363,-15.477201482376852,-12.037929809344122,,,,0,False
CUL4B,572.0,550.0,6.962574077913057,11.62572550162869,True,572.0,99.0,22.0,-11.62572550162869,-6.819650790850787,-4.663151423715632,,,,0,False
CYB561D2,393.0,386.0,4.290427425020225,17.896810410031275,True,393.0,88.0,7.0,-17.896810410031275,-17.396016703171238,-13.60638298501105,,,,0,False
CYB5R4,1675.0,1417.0,2.812656901884761,12.74443162036382,True,258.0,1675.0,1028.0,-12.74443162036382,-12.691617821811455,-9.931774718479058,,,,0,False
CYB5RL,389.0,378.0,0.9068680162483772,6.412679119774018,True,11.0,1.0,389.0,-6.412679119774018,-5.505811103525641,-5.955382929165657,,,,0,False
CYLD,96.0,94.0,4.233112070821183,10.511861117846095,True,96.0,46.0,2.0,-10.511861117846095,-6.278749047024912,-7.721574674874726,,,,0,False
CYP4V2,265.0,210.0,2.3096526849250294,4.857326633009924,True,265.0,80.0,55.0,-4.857326633009924,-3.711326852490032,-2.5476739480848947,,,,0,False
CYTH3,99.0,63.0,1.9169437794205932,1.7587359446435953,True,36.0,99.0,1.0,-1.5015098856237,-1.7587359446435953,0.4154338937968932,,,,0,False
DAP,266.0,260.0,7.154538463254091,13.618992183842977,True,6.0,227.0,266.0,-6.464453720588886,-10.295706934926702,-13.618992183842977,,,,0,False
DAXX,251.0,186.0,3.3456683197465367,17.264228295299908,True,65.0,251.0,5.0,-17.264228295299908,-16.365509962373768,-13.918559975553372,,,,0,False
DCAF11,137.0,117.0,6.174604210743269,20.83661799025828,True,20.0,137.0,8.0,-20.83661799025828,-14.66201377951501,-18.535579639602336,,,,0,False
DCAF4,126.0,125.0,3.952849747366569,12.23660487966368,True,1.0,1.0,126.0,-8.283755132297111,-12.23660487966368,-8.488330943218632,,,,0,False
DCAF5,159.0,107.0,0.8665855057402716,17.4890301182151,True,52.0,67.0,159.0,-17.117929240642408,-16.251343734902136,-17.4890301182151,,,,0,False
DCAKD,1498.0,952.0,0.626850431670456,9.047621406225264,True,546.0,1498.0,112.0,-8.567970347244083,-7.941119915573627,-9.047621406225264,,,,0,False
DCTPP1,177.0,175.0,12.66929183428908,22.391601773667656,True,177.0,2.0,6.0,-9.722309939378576,-22.391601773667656,-14.389762843350988,,,,0,False
DDIT4,318.0,314.0,12.905611305450297,20.217804942052943,True,4.0,1.0,318.0,-7.312193636602647,-11.11449053998464,-20.217804942052943,,,,0,False
DDX17,891.0,750.0,3.888063020487671,27.371871358145,True,891.0,763.0,141.0,-27.371871358145,-24.825101916425226,-23.48380833765733,,,,0,False
DDX31,76.0,69.0,4.194955620625636,9.961452608997003,True,7.0,39.0,76.0,-5.766496988371367,-9.961452608997003,-2.321618826801863,,,,0,False
DDX6,1155.0,486.0,1.851604699990668,17.616257745741628,True,669.0,986.0,1155.0,-17.616257745741628,-16.834627431576067,-15.76465304575096,,,,0,False
DDX60L,197.0,191.0,7.91491867943989,13.916389440222584,True,6.0,197.0,67.0,-13.916389440222584,-7.223786382117927,-6.001470760782694,,,,0,False
DEF6,60.0,59.0,5.010662098916107,21.51299984636091,True,1.0,60.0,23.0,-21.51299984636091,-16.502337747444802,-19.42297345412907,,,,0,False
DEF8,245.0,142.0,0.9355386681030692,4.977576112198964,True,103.0,104.0,245.0,-4.042037444095895,-4.977576112198964,-3.945630147551336,,,,0,False
DEGS1,85.0,57.0,3.6433739955348337,34.77246777740695,True,28.0,85.0,3.0,-34.77246777740695,-32.929025477664446,-31.12909378187212,,,,0,False
DEK,94.0,48.0,1.275047899385772,20.29293114687679,True,94.0,46.0,82.0,-20.208600282230524,-18.933552382844752,-20.29293114687679,,,,0,False
DENND2D,317.0,309.0,4.084551581911409,23.28753722166621,True,317.0,8.0,8.0,-19.2029856397548,-23.28753722166621,-22.32644306304176,,,,0,False
DENR,3637.0,1740.0,8.998081120343588,30.85673328752525,True,1897.0,3637.0,1483.0,-21.85865216718166,-30.85673328752525,-21.601968343580147,0.3874194075618192,0.9992814483738396,3.0,0,False
DEPDC5,70.0,69.0,1.2945340780076169,14.856703794141753,True,70.0,9.0,1.0,-14.856703794141753,-14.079709385717976,-13.562169716134136,,,,0,False
DGKZ,128.0,100.0,1.8233488392971684,4.5250589063781215,True,28.0,128.0,94.0,-4.5250589063781215,-4.4393657234264685,-2.701710067080953,,,,0,False
DHRS7,178.0,137.0,2.8329215752645,7.719138297817037,True,41.0,178.0,29.0,-7.719138297817037,-5.841062633223027,-4.886216722552537,,,,0,False
DHX30,277.0,272.0,10.89873995109773,20.791751636334705,True,5.0,26.0,277.0,-9.893011685236976,-20.791751636334705,-9.967523259730758,,,,0,False
DHX36,2327.0,518.0,2.267978029734124,11.840443401251044,True,2327.0,1809.0,2299.0,-9.57246537151692,-11.840443401251044,-9.363145639568671,0.4553339341486281,0.999362616857637,,0,False
DIPK1A,142.0,141.0,2.545261472475717,13.29726647972034,True,1.0,142.0,1.0,-10.752005007244623,-13.29726647972034,-11.577605348536483,,,,0,False
DIS3L,270.0,250.0,1.6007363124157798,10.703114471885948,True,20.0,270.0,27.0,-9.102378159470168,-10.703114471885948,-8.981974446819171,,,,0,False
DIS3L2,581.0,456.0,2.401521592417902,13.8213504404436,True,474.0,581.0,18.0,-13.771682768262178,-13.8213504404436,-11.370161175844276,,,,0,False
DLAT,1116.0,1113.0,6.139214394723497,17.098516140072153,True,3.0,1.0,1116.0,-10.959301745348656,-17.098516140072153,-12.924449564533292,,,,0,True
DLG4,1286.0,1257.0,1.0502649072120365,2.680898246847058,True,1286.0,41.0,29.0,-1.6306333396350214,-2.5369763815822863,-2.680898246847058,,,,0,False
DMXL1,51.0,50.0,1.429764362908541,9.442049033224032,True,1.0,14.0,51.0,-8.012284670315491,-9.442049033224032,-9.047641848818222,,,,0,False
DNAAF5,145.0,143.0,3.919305209177797,10.814157648390289,True,2.0,10.0,145.0,-6.894852439212492,-10.814157648390289,-6.176289431104524,,,,0,False
DNAJC24,464.0,253.0,1.263709155291437,9.183392235723604,True,211.0,442.0,464.0,-7.919683080432167,-9.183392235723604,-7.435166472545855,,,,0,False
DNAJC3,128.0,59.0,1.3346360703433255,18.59913538124061,True,69.0,59.0,128.0,-17.873429050259485,-18.59913538124061,-16.53879297991616,,,,0,False
DNTTIP1,2725.0,2488.0,4.1498369212592365,24.027243283969742,True,237.0,2725.0,1904.0,-24.027243283969742,-23.71096140773837,-19.877406362710506,0.5940742399639497,0.2212354032267378,,0,False
DOCK2,1180.0,852.0,11.49408820431778,31.27298227633924,True,1180.0,328.0,664.0,-31.27298227633924,-21.619555678547457,-19.77889407202146,,,,0,False
DOHH,1563.0,1224.0,5.124629956104252,13.148236751328945,True,339.0,1563.0,1052.0,-8.023606795224692,-13.148236751328945,-6.29717996959864,,,,0,False
DOLPP1,2718.0,2138.0,4.3808480682067845,17.8874823057354,True,580.0,2718.0,1506.0,-13.506634237528615,-17.8874823057354,-12.372949695379331,0.6768439051045957,0.1159548513278398,,0,False
DOP1B,3241.0,2252.0,5.586538054818634,19.212731842974105,True,989.0,611.0,3241.0,-19.212731842974105,-13.62619378815547,-13.945407457177629,,,,0,False
DOT1L,436.0,313.0,4.462666193457221,12.403870147454215,True,123.0,176.0,436.0,-7.941203953996994,-12.403870147454215,-5.163658431209892,,,,0,False
DPH1,509.0,418.0,1.794294029682857,3.399870737977406,True,91.0,509.0,143.0,-1.6055767082945491,-3.399870737977406,-1.063844783122188,,,,0,False
DPH2,171.0,117.0,5.911096540844667,11.444388945519776,True,54.0,19.0,171.0,-5.533292404675109,-11.444388945519776,-3.6571726417176937,,,,0,False
DPH5,1254.0,770.0,2.570040391049588,12.597845839790097,True,484.0,684.0,1254.0,-12.597845839790097,-12.45707753331058,-10.027805448740509,,,,0,False
DPH6,718.0,686.0,2.1552279841530604,9.195761004485044,True,32.0,157.0,718.0,-9.195761004485044,-9.084046806586333,-7.040533020331984,,,,0,True
DPM2,58.0,57.0,5.769024395792357,12.395285386767338,True,1.0,58.0,2.0,-6.626260990974981,-12.395285386767338,-9.980574995798104,,,,0,False
DR1,595.0,492.0,8.166874616180543,28.351639915319502,True,103.0,435.0,595.0,-20.18476529913896,-28.351639915319502,-26.493230947348504,,,,0,False
DTWD1,173.0,135.0,3.2461286409652788,7.813196923074769,True,38.0,38.0,173.0,-4.56706828210949,-7.813196923074769,-5.73462538605423,,,,0,False
DUSP4,56.0,54.0,14.707293685681131,19.498842633474283,True,2.0,56.0,1.0,-4.791548947793151,-19.498842633474283,-5.550855220587023,,,,0,False
DYNLT2B,189.0,188.0,4.572735544534822,18.426006806846413,True,189.0,1.0,1.0,-13.85327126231159,-9.34775422828698,-18.426006806846413,,,,0,False
DZIP1,137.0,130.0,1.305901724924931,0.9638086864461344,True,7.0,137.0,38.0,0.3420930384787966,-0.6371343576565482,-0.9638086864461344,,,,0,False
EARS2,408.0,358.0,4.228446496768889,9.309943733736707,True,50.0,277.0,408.0,-5.081497236967818,-9.309943733736707,-5.097232033721653,,,,0,False
ECI2,78.0,76.0,7.453959142339993,16.495450890424816,True,2.0,78.0,1.0,-9.041491748084823,-7.788721681791221,-16.495450890424816,,,,0,False
ECSIT,694.0,683.0,4.345687396864168,14.640625550282458,True,11.0,26.0,694.0,-10.29493815341829,-14.640625550282458,-13.014000296798857,,,,0,True
EDC3,914.0,782.0,6.6305736759882805,27.19681193091647,True,914.0,778.0,132.0,-20.56623825492819,-27.19681193091647,-23.380109961945305,,,,0,False
EDF1,64.0,55.0,6.974501845107564,38.87228266584032,True,9.0,11.0,64.0,-31.89778082073276,-36.12379747617823,-38.87228266584032,,,,0,False
EFHC1,382.0,382.0,0.3957573899694625,1.262235185633513,True,382.0,1.0,0.0,-1.1676466887493435,-0.771889298779881,-1.262235185633513,,,,0,False
EGLN1,108.0,107.0,7.785287127206782,27.932352923298023,True,1.0,108.0,13.0,-20.14706579609124,-17.562014085165774,-27.932352923298023,,,,0,False
