reactome_version,pathway_id,pathway_name,pathway_size_bg,expression_artifact_flag,n_rows_used
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9609690,HCMV Early Events,66,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,18,True,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9610379,HCMV Late Events,51,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9612973,Autophagy,124,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9613354,Lipophagy,7,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9613829,Chaperone Mediated Autophagy,14,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9614085,FOXO-mediated transcription,48,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9614399,Regulation of localization of FOXO transcription factors,11,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9614657,FOXO-mediated transcription of cell death genes,15,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",18,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9615710,Late endosomal microautophagy,22,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,19,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9616222,Transcriptional regulation of granulopoiesis,33,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,9,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,8,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,14,True,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9619229,Activation of RAC1 downstream of NMDARs,6,True,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9619483,Activation of AMPK downstream of NMDARs,15,True,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination,12,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9620244,Long-term potentiation,8,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9623433,NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,7,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9627069,Regulation of the apoptosome activity,8,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9629569,Protein hydroxylation,12,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,12,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9634285,Constitutive Signaling by Overexpressed ERBB2,10,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9634597,GPER1 signaling,30,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",11,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9634635,Estrogen-stimulated signaling through PRKCZ,6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,16,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9634815,Transcriptional Regulation by NPAS4,23,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9635465,Suppression of apoptosis,6,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9635486,Infection with Mycobacterium tuberculosis,18,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9636383,Prevention of phagosomal-lysosomal fusion,6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9637687,Suppression of phagosomal maturation,8,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9637690,Response of Mtb to phagocytosis,17,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9639288,Amino acids regulate mTORC1,42,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9640148,Infection with Enterobacteria,14,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9645135,STAT5 Activation,6,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9645460,Alpha-protein kinase 1 signaling pathway,8,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9645723,Diseases of programmed cell death,50,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9646399,Aggrephagy,25,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-964739,N-glycan trimming and elongation in the cis-Golgi,5,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9648002,RAS processing,17,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,93,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,13,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9649948,Signaling downstream of RAS mutants,36,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9652817,Signaling by MAPK mutants,6,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9656223,Signaling by RAF1 mutants,32,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9658195,Leishmania infection,112,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9659379,Sensory processing of sound,36,True,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,16,True,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9660537,Signaling by MRAS-complex mutants,7,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9660821,ADORA2B mediated anti-inflammatory cytokines production,28,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9660826,Purinergic signaling in leishmaniasis infection,17,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",16,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,33,True,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,25,True,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9662834,CD163 mediating an anti-inflammatory response,8,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9662851,Anti-inflammatory response favouring Leishmania parasite infection,52,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9663891,Selective autophagy,69,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9664323,FCGR3A-mediated IL10 synthesis,28,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9664407,Parasite infection,45,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9664417,Leishmania phagocytosis,45,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9664420,Killing mechanisms,7,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9664422,FCGR3A-mediated phagocytosis,45,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9664424,Cell recruitment (pro-inflammatory response),17,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9664433,Leishmania parasite growth and survival,52,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9664565,Signaling by ERBB2 KD Mutants,14,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9664873,Pexophagy,9,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9665348,Signaling by ERBB2 ECD mutants,13,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants,11,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,18,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9669938,Signaling by KIT in disease,18,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9670095,Inhibition of DNA recombination at telomere,21,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",18,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9671555,Signaling by PDGFR in disease,16,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9671793,Diseases of hemostasis,9,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9673324,WNT5:FZD7-mediated leishmania damping,7,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",11,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,11,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9674555,Signaling by CSF3 (G-CSF),24,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9675108,Nervous system development,259,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9675126,Diseases of mitotic cell cycle,34,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9675135,Diseases of DNA repair,47,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9675136,Diseases of DNA Double-Strand Break Repair,37,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9675151,Disorders of Developmental Biology,15,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9678108,SARS-CoV-1 Infection,89,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9679191,Potential therapeutics for SARS,82,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9679504,Translation of Replicase and Assembly of the Replication Transcription Complex_9679504,10,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9679506,SARS-CoV Infections,285,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells,25,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9682385,FLT3 signaling in disease,24,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9683610,Maturation of nucleoprotein_9683610,10,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9683673,Maturation of protein 3a_9683673,6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9683686,Maturation of spike protein_9683686,5,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9683701,Translation of Structural Proteins_9683701,23,True,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9684482,IFIT antiviral response,18,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9686114,Non-canonical inflammasome activation,11,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9687136,Aberrant regulation of mitotic exit in cancer due to RB1 defects,17,True,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,32,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9692914,SARS-CoV-1-host interactions,54,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,35,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9693928,Defective RIPK1-mediated regulated necrosis,6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9694516,SARS-CoV-2 Infection,186,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9694548,Maturation of spike protein_9694548,35,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9694631,Maturation of nucleoprotein_9694631,13,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9694635,Translation of Structural Proteins_9694635,50,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9694676,Translation of Replicase and Assembly of the Replication Transcription Complex_9694676,11,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9694719,Maturation of protein 3a_9694719,6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9696264,RND3 GTPase cycle,32,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9696270,RND2 GTPase cycle,36,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9696273,RND1 GTPase cycle,31,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9697154,Disorders of Nervous System Development,12,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9700206,Signaling by ALK in cancer,75,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9700645,ALK mutants bind TKIs,8,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9701190,Defective homologous recombination repair (HRR) due to BRCA2 loss of function,37,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9701192,Defective homologous recombination repair (HRR) due to BRCA1 loss of function,23,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9701193,Defective homologous recombination repair (HRR) due to PALB2 loss of function,23,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,10,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,8,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9703465,Signaling by FLT3 fusion proteins,18,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9703648,Signaling by FLT3 ITD and TKD mutants,14,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9704331,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function,23,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9704646,Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function,23,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,19,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,83,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9705683,SARS-CoV-2-host interactions,117,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9706019,RHOBTB3 ATPase cycle,8,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9706369,Negative regulation of FLT3,11,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9706574,RHOBTB GTPase Cycle,31,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9707564,Cytoprotection by HMOX1,39,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9707587,Regulation of HMOX1 expression and activity,5,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9707616,Heme signaling,34,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9708530,Regulation of BACH1 activity,7,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9709570,Impaired BRCA2 binding to RAD51,32,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9709603,Impaired BRCA2 binding to PALB2,22,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9709957,Sensory Perception,76,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9710421,Defective pyroptosis,20,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9711097,Cellular response to starvation,54,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9711123,Cellular response to chemical stress,145,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9715370,Miro GTPase Cycle,8,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",513,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9717189,Sensory perception of taste,6,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",5,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9725370,Signaling by ALK fusions and activated point mutants,75,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9725371,Nuclear events stimulated by ALK signaling in cancer,28,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9726840,SHOC2 M1731 mutant abolishes MRAS complex function,7,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9726842,Gain-of-function MRAS complexes activate RAF signaling,7,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9730414,MITF-M-regulated melanocyte development,106,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9732724,IFNG signaling activates MAPKs,7,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9733458,Induction of Cell-Cell Fusion,5,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9733709,Cardiogenesis,11,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,24,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9734767,Developmental Cell Lineages,6,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9735871,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,16,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9748784,Drug ADME,37,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9748787,Azathioprine ADME,15,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975110,TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling,9,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975138,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation,79,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,11,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975155,MyD88 dependent cascade initiated on endosome,80,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975163,IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation,10,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9753281,Paracetamol ADME,13,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9754189,Germ layer formation at gastrulation,8,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9754560,SARS-CoV-2 modulates autophagy,10,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,10,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9755088,Ribavirin ADME,9,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9755511,KEAP1-NFE2L2 pathway,91,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975576,N-glycan antennae elongation in the medial/trans-Golgi,18,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975577,N-Glycan antennae elongation,12,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9755779,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,12,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975578,Reactions specific to the complex N-glycan synthesis pathway,6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975634,Retinoid metabolism and transport,14,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9758274,Regulation of NF-kappa B signaling,14,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975871,MyD88 cascade initiated on plasma membrane,77,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9758890,Transport of RCbl within the body,6,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9758941,Gastrulation,57,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9759194,Nuclear events mediated by NFE2L2,67,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9759218,Cobalamin (Cbl) metabolism,7,False,2
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9759475,Regulation of CDH11 Expression and Function,15,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,123,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),19,True,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9759811,Regulation of CDH11 mRNA translation by microRNAs,6,True,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,32,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9762292,Regulation of CDH11 function,5,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9764260,Regulation of Expression and Function of Type II Classical Cadherins,16,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9764265,Regulation of CDH1 Expression and Function,118,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9764274,Regulation of Expression and Function of Type I Classical Cadherins,118,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9764560,Regulation of CDH1 Gene Transcription,41,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9764561,Regulation of CDH1 Function,43,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9764562,Regulation of CDH1 mRNA translation by microRNAs,7,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,35,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9764790,Positive Regulation of CDH1 Gene Transcription,7,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9766229,Degradation of CDH1,40,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9768727,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane,28,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9768759,Regulation of NPAS4 gene expression,9,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9768778,Regulation of NPAS4 mRNA translation,6,True,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9768919,NPAS4 regulates expression of target genes,14,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9769726,Defects of Coagulation cascade,9,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9769735,Initiation of coagulation cascade,7,False,1
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9769739,Regulation of clotting cascade,16,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9769740,Coagulation pathway,18,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9770562,mRNA Polyadenylation,84,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-977068,Termination of O-glycan biosynthesis,8,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-977225,Amyloid fiber formation,37,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9772572,Early SARS-CoV-2 Infection Events,22,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9772573,Late SARS-CoV-2 Infection Events,55,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,37,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-977347,Serine metabolism,8,False,8
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-977443,GABA receptor activation,21,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-977444,GABA B receptor activation,19,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-977606,Regulation of Complement cascade,13,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9793380,Formation of paraxial mesoderm,44,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9796292,Formation of axial mesoderm,6,False,3
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9816359,Maternal to zygotic transition (MZT),58,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,16,False,9
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9818028,NFE2L2 regulates pentose phosphate pathway genes,7,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9818030,NFE2L2 regulating tumorigenic genes,9,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9818032,NFE2L2 regulating MDR associated enzymes,7,False,5
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9818035,NFE2L2 regulating ER-stress associated genes,5,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes,64,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9818749,Regulation of NFE2L2 gene expression,8,False,7
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9819196,Zygotic genome activation (ZGA),5,False,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9820841,M-decay: degradation of maternal mRNAs by maternally stored factors,35,True,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9820865,Z-decay: degradation of maternal mRNAs by zygotically expressed factors,8,True,4
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,80,False,10
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,12,False,6
fetched live at v2 build; NOT version-stamped at fetch time (external state),R-HSA-9820965,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",16,True,9
